product,bloated_deps_count_1,bloated_deps_loc_1,bloated_files_count_1,bloated_files_loc_1,bloated_functions_count_1,bloated_functions_loc_1,used_direct_deps_count_1,used_direct_deps_loc_1,used_direct_files_count_1,used_direct_files_loc_1,used_direct_functions_count_1,used_direct_functions_loc_1,transitive_bloated_dependencies_count,transitive_bloated_dependencies_loc,transitive_bloated_files_count,transitive_bloated_files_loc,transitive_bloated_functions_count,transitive_bloated_functions_loc,transitive_used_dependencies_count,transitive_used_dependencies_loc,transitive_used_files_count,transitive_used_files_loc,transitive_used_functions_count,transitive_used_functions_loc
mozillasecurity/grizzly,0,0,133,18502,1751,21983,8,42239,60,23737,378,8631,6,25649,117,51986,2835,44202,6,44395,30,18058,240,4284
mozillasecurity/ffpuppet,0,0,2,165,457,5750,2,10485,11,10320,107,1267,0,0,0,0,0,0,0,0,0,0,0,0
mozillasecurity/funfuzz,0,0,391,112925,5316,91953,3,122886,13,9961,36,1065,3,16187,53,26200,644,18267,1,11176,2,1163,3,77
buckket/twtxt,0,0,63,21223,1921,24813,4,39419,21,18196,136,3406,6,6760,45,19515,665,16693,3,18252,7,5497,36,798
simetenn/uncertainpy,0,0,290,108094,2832,45307,8,131991,79,23897,280,5887,13,46265,1328,643170,24581,541458,8,723555,111,126650,646,25277
foremast/foremast,5,29925,486,93419,5641,63345,9,84866,40,21372,262,5527,26,199106,900,269769,13255,167445,7,93307,34,22644,199,3268
onecodex/onecodex,1,4647,358,83340,2344,33281,7,97195,33,18502,166,3570,9,18299,217,77898,4090,60626,5,72876,23,13277,146,2858
ejeschke/ginga,1,2840,709,194107,10953,228776,3,367602,168,176335,1004,34993,0,0,28,7177,780,26942,3,31890,9,24713,22,633
slaclab/pydm,2,6433,965,399615,14212,328606,6,465338,86,72156,695,18199,5,31342,133,57073,2153,38637,1,27538,4,1807,64,945
dropbox/dropbox-sdk-python,1,998,50,18776,1166,16844,2,23137,10,5359,51,916,47,453735,1325,463748,17890,238658,1,11176,2,1163,3,77
dropbox/stone,1,998,6,5615,223,3982,1,5715,1,1098,26,639,0,0,0,0,0,-2,0,0,0,0,0,0
dropbox/pyhive,1,40304,242,46307,2127,28656,1,7616,1,1613,29,961,1,998,1,998,61,363,0,0,0,0,0,0
pysb/pysb,0,0,1645,830838,23918,559733,4,946322,112,115484,552,21636,1,47859,53,47859,1360,30958,0,0,0,0,0,0
uqfoundation/pathos,1,1534,40,10419,882,9925,3,16815,15,7930,112,2204,0,0,0,0,0,0,0,0,0,0,0,0
python-amazon-mws/python-amazon-mws,0,0,10,1979,223,3664,1,5435,8,3456,14,262,3,16103,53,26116,643,18184,1,11176,2,1163,3,77
opendatacube/datacube-core,1,987,827,288504,24653,425188,19,668601,335,381084,2714,73300,20,39167,534,188631,10930,177235,14,249770,98,100306,634,25411
opendatacube/eo-datasets,1,76867,1030,463199,18640,377069,18,450960,118,64628,517,10955,43,643237,1485,762008,34097,582980,6,186093,62,67322,409,16387
opendatacube/datacube-explorer,5,14312,328,77741,5522,72197,9,96943,68,33514,271,5626,49,707067,2480,1207673,52853,983762,23,693296,185,192690,983,22749
gcovr/gcovr,0,0,326,120690,1910,26067,3,138264,29,17574,84,1789,0,0,1,63,33,119,1,367,1,304,2,93
cedadev/cf-checker,1,987,4,1180,77,2301,1,2808,1,2615,4,443,3,4363,246,116629,3930,99276,1,133985,11,21719,49,1923
cedadev/cis,1,987,674,401055,12049,302421,4,476495,44,76427,274,7140,21,175144,1000,347693,17903,307861,11,313878,133,141329,1039,40092
thiefmaster/maildump,1,921,368,84484,6508,72680,8,132036,73,48473,381,7557,13,86240,339,129882,7050,83931,3,51350,11,7708,27,648
dicompyler/dicompyler-core,1,998,415,309812,7491,163488,3,381068,49,72254,273,9923,9,137560,448,163990,6939,105198,1,31016,3,4586,15,537
scikit-build/scikit-build,0,0,99,32176,1810,25241,5,39692,17,7516,114,1941,0,0,0,0,0,-26,0,0,0,0,0,0
h2non/pook,0,0,21,3017,337,3672,3,7295,5,4278,42,959,5,8095,32,8135,386,5996,1,1031,2,991,21,263
python-visualization/folium,0,0,241,109705,3992,100074,3,141045,21,31340,100,3204,4,16470,77,37633,1420,28087,2,25409,5,4246,23,551
python-visualization/branca,0,0,21,9946,741,9711,1,14233,4,4287,23,517,1,367,2,367,34,147,0,0,0,0,0,0
rwth-ebc/teaser,1,29250,244,84371,6767,133381,2,169669,78,114548,808,22345,8,9027,301,120531,4513,105074,3,144237,20,32733,116,4271
instaloader/instaloader,0,0,7,580,153,2068,1,5435,11,4855,83,1856,2,4727,46,24397,608,17476,2,22552,9,2882,38,787
bccp/nbodykit,1,998,1150,434504,17108,404543,4,607373,139,173867,967,36250,0,0,4,465,261,19641,1,21904,1,21439,3,160
lra/mackup,1,998,19,1489,76,460,1,1070,1,579,28,357,0,0,0,0,0,0,0,0,0,0,0,0
juliotrigo/sqlalchemy-filters,1,998,247,216844,10244,146592,1,226499,6,10653,13,287,2,3144,3,3144,162,1664,0,0,0,0,0,0
googleapis/google-api-python-client,2,26329,107,26924,1073,18852,3,3707,9,3112,42,999,12,96308,391,100006,3179,49964,1,10913,2,7215,13,157
googleapis/google-auth-library-python,0,0,159,27556,606,7315,5,40661,30,13105,152,3274,0,0,25,5519,570,5593,1,11497,8,5978,63,1055
opentok/opentok-python-sdk,1,2636,22,5562,462,6711,3,9475,18,6549,51,996,3,16187,110,39410,2143,34835,4,41143,21,17920,126,2342
rasbt/mlxtend,0,0,1011,526223,18599,469509,5,744181,156,217958,1341,39810,8,125141,690,244203,11115,192603,8,197445,76,78383,512,22390
aamalev/aiohttp_apiset,0,0,68,24202,1792,20636,3,30752,14,6550,34,712,9,18605,58,21855,705,17945,2,7047,3,3797,5,74
totalopenstation/totalopenstation,0,0,28,7063,505,6153,2,10113,4,3050,19,471,0,0,0,0,0,-41,0,0,0,0,0,0
anaconda-platform/anaconda-client,1,2636,52,13264,973,15024,4,21295,22,10667,70,1629,4,17101,52,26860,702,18539,1,11176,4,1417,5,87
syncplay/syncplay,0,0,354,99137,9237,101532,3,166470,86,67333,403,6074,10,79288,420,137258,6370,80286,7,67397,12,9427,120,1910
kieranwynn/pyquaternion,0,0,227,110913,3750,96963,1,133985,11,23072,30,1263,0,0,0,0,0,0,0,0,0,0,0,0
pelican-plugins/image-process,2,14562,113,30144,2010,33224,2,37962,40,22380,112,3944,14,275378,842,275378,5875,78523,0,0,0,0,0,0
aschn/drf-tracking,1,15925,880,131919,9217,110439,1,149210,61,33216,248,3610,35,165233,647,193045,7876,108650,3,32412,10,4600,59,938
pygithub/pygithub,0,0,47,8412,483,8687,4,14628,16,6216,54,1157,5,41486,154,61290,3265,43465,3,24467,11,4663,55,1124
django-es/django-elasticsearch-dsl,0,0,12,2378,374,3279,1,5996,8,3618,26,357,4,20390,158,49910,1802,35025,1,32367,2,2847,4,785
ctpug/wafer,5,34442,1041,140419,11601,143214,14,206897,234,100920,1204,21376,14,84917,391,139344,7106,98932,8,65156,19,10729,110,1863
gosecure/malboxes,0,0,57,18609,1185,16558,4,23977,10,5368,40,880,6,30091,148,59434,3509,44540,1,34442,8,5099,61,759
pynbody/pynbody,1,1282,738,425261,14756,304196,4,465914,31,41935,103,4149,9,130942,625,224676,10255,182309,3,172617,65,78883,544,22013
cellprofiler/python-bioformats,1,40304,225,40304,1853,23717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bear/python-twitter,0,0,22,1688,201,2968,2,6786,11,5098,87,1996,2,4727,322,63981,2752,47927,4,74719,26,15465,142,2628
aruhier/virt-backup,2,3539,60,15604,1092,15812,4,27196,16,15131,57,1513,1,998,16,4609,356,5852,1,7616,3,4005,9,411
pydicom/pynetdicom,0,0,49,105798,610,15696,1,122091,19,16293,126,4594,0,0,0,0,0,-46,0,0,0,0,0,0
asdf-format/asdf,2,82,269,106104,4707,105403,7,151651,44,45629,184,5205,1,414,35,6089,719,8122,3,11349,5,5674,21,361
kipe/enocean,0,0,33,9958,682,9404,2,15456,5,5498,35,1233,1,3915,7,3915,177,2727,0,0,0,0,0,0
a10networks/acos-client,1,998,15,3319,315,4299,2,5944,9,3623,26,410,3,16103,53,26116,643,18186,1,11176,2,1163,3,77
coala/coala,1,344,369,133924,2467,33936,6,151490,40,17910,159,2947,4,19700,90,31704,1142,23045,6,17396,17,5392,60,1231
colinduquesnoy/qdarkstylesheet,0,0,65,2555,96,376,1,2840,1,285,3,90,1,4063,14,4063,191,2802,0,0,0,0,0,0
sorgerlab/indra,0,0,593,158467,7737,124859,10,190221,47,31754,240,5674,29,296285,2672,1238530,37509,761545,12,1035327,104,93082,491,16499
lavie/runlike,0,0,11,7546,470,6811,1,10130,5,2584,17,424,0,0,0,0,0,0,0,0,0,0,0,0
cogu/autosar,0,0,0,0,29,192,1,437,1,437,26,163,0,0,0,0,0,0,0,0,0,0,0,0
globus/globus-cli,1,3072,93,21038,2375,24746,5,38935,36,20969,177,3240,6,37416,233,56145,2406,41856,2,31666,39,12937,137,3485
globus/globus-sdk-python,0,0,83,15923,1681,15707,4,28339,20,12416,114,2326,4,23847,79,43517,1805,31304,2,22552,9,2882,38,787
open-craft/problem-builder,0,0,827,122865,8529,100117,3,153681,64,30816,304,5711,11,48858,413,134185,7308,97589,9,96912,23,11585,141,2150
craffel/mir_eval,0,0,630,304814,9942,269762,2,390953,66,86139,394,18185,2,41302,226,41302,1914,23651,0,0,0,0,0,0
francescoceruti/linux-show-player,1,540,28,3970,563,7837,3,11743,14,8313,70,1293,2,19120,33,19120,1197,13828,0,0,0,0,0,0
becksteinlab/gromacswrapper,0,0,344,183557,6702,136109,4,261455,58,77898,421,18660,8,129944,882,373078,13425,291273,3,295600,27,52466,83,3331
storaged-project/blivet,0,0,17,1811,223,2470,2,5681,8,3870,34,614,0,0,0,0,0,-22,0,0,0,0,0,0
junzis/pymodes,0,0,296,123642,4294,103688,2,146111,19,22469,51,1661,0,0,0,0,0,-18,0,0,0,0,0,0
pexpect/pexpect,0,0,2,75,32,520,1,995,2,920,8,329,0,0,0,0,0,0,0,0,0,0,0,0
micropyramid/django-mfa,1,324,805,114291,8302,97839,2,150644,85,36677,336,5869,14,165460,203,166432,4586,57555,1,1737,2,765,6,86
micropyramid/forex-python,0,0,17,3133,279,5048,2,7479,10,4346,20,462,3,16103,53,26116,643,18186,1,11176,2,1163,3,77
sethblack/python-seo-analyzer,1,5435,71,24035,1570,21939,3,28289,10,9689,63,1825,3,8969,46,25481,775,19113,3,22676,18,6164,83,2211
python-beaver/python-beaver,1,116199,376,116199,5033,88271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ics-py/ics-py,0,0,30,6336,470,9227,3,13116,9,6780,29,961,2,1696,24,3360,432,2641,1,5430,17,3766,83,1206
axiros/terminal_markdown_viewer,0,0,314,116995,1204,17084,2,124156,21,7161,59,843,1,413,9,939,177,1079,1,1576,2,1050,7,59
mdanalysis/griddataformats,0,0,694,370064,10357,287012,3,394102,17,24038,79,2668,0,0,0,0,0,0,0,0,0,0,0,0
pytroll/satpy,0,0,396,122868,10660,220034,12,372263,265,249395,1986,64765,17,49399,990,390557,17085,379892,14,515326,137,174168,1296,39237
pytroll/pyresample,1,380,126,38809,2351,38288,5,57507,28,19078,157,3893,3,1536,220,95455,3884,93153,2,135568,33,41649,145,6415
renanivo/pytest-testdox,0,0,55,25464,1612,20720,1,29250,4,3786,16,192,5,7635,34,7635,369,5093,0,0,0,0,0,0
docnow/twarc,1,165,47,7943,913,14738,5,23764,27,15986,141,3056,3,5725,131,38393,1361,30849,6,45156,29,12488,164,4193
gns3/gns3-gui,0,0,159,46132,2978,39702,5,62347,20,16215,230,3166,4,21075,70,21075,979,14345,0,0,0,0,0,0
snowflakedb/snowflake-connector-python,0,0,299,83313,6251,89429,13,157552,148,74239,584,12895,0,0,64,31886,1283,23839,5,38718,15,6832,58,1797
snowflakedb/snowflake-ingest-python,1,37605,135,39077,1824,27699,2,4297,6,2825,59,1027,16,159383,503,186039,8167,127095,4,37124,25,10468,65,1029
snowflakedb/snowflake-sqlalchemy,1,37605,347,193389,10548,151899,1,185796,14,30012,51,1424,19,196342,528,196342,8159,127721,0,0,0,0,0,0
scitools/iris-grib,0,0,161,99440,3541,77190,3,115933,13,16493,73,1786,27,349277,1684,764207,29195,579324,11,547271,118,132341,891,31535
scitools/cf-units,2,11863,76,18258,1448,15385,1,14233,8,7838,77,1306,1,367,239,133141,3813,98411,1,133985,1,1211,1,27
scitools/cartopy,1,2671,345,171121,7092,149961,4,279068,113,110618,626,21639,9,127003,446,162293,6981,104030,3,42695,9,7405,37,1242
tencent/qtaf,1,998,5,2113,153,2314,1,5715,2,4600,95,2305,0,0,0,0,0,0,0,0,0,0,0,0
altair-viz/altair,0,0,433,172114,9589,216485,6,320799,95,148685,919,27605,6,6901,75,16444,712,10126,3,11840,3,2297,32,994
dschep/ntfy,2,15153,41,17273,1042,15496,1,5435,7,3315,14,273,3,16103,53,26116,643,18186,1,11176,2,1163,3,77
akretion/roulier,1,660,272,72098,1797,22966,6,83545,19,12107,107,1927,4,16470,178,65189,3082,54583,3,69730,41,21011,147,3866
asyncee/django-easy-select2,0,0,812,123534,8277,98159,1,149210,57,25676,250,4788,2,6933,30,7905,439,4605,1,1737,2,765,6,86
irods/python-irodsclient,1,1050,13,1196,222,1830,2,3700,2,3554,40,1092,0,0,3,5983,0,0,1,6398,2,415,6,283
sec-edgar/sec-edgar,2,7225,134,34698,2539,33034,5,47424,34,19951,178,4392,6,50641,95,63396,1040,22220,3,18252,7,5497,32,633
mandiant/flare-floss,0,0,870,250277,11734,187188,6,275392,43,25115,289,5926,18,190629,653,204410,4892,66694,4,41725,39,27944,191,5254
timotheus/ebaysdk-python,0,0,32,5170,474,6438,2,12545,14,7375,94,1977,3,7191,59,26861,746,22177,2,22552,9,2882,38,787
praw-dev/praw,0,0,14,1902,179,2568,2,4251,8,2349,23,363,3,16103,65,28312,879,21946,3,16939,10,4730,26,478
fdemmer/django-weasyprint,0,0,880,153205,9031,112857,2,175960,48,22755,335,11915,8,151467,479,174616,8112,111453,8,39382,28,16233,309,6171
mitgcm/xmitgcm,0,0,125,44445,4672,103535,3,154540,90,110095,838,22732,9,20381,512,173952,10910,221051,7,331327,138,177756,1302,44797
kubernetes-client/python,1,16090,119,28463,1517,24869,7,24553,28,12180,184,3926,5,44111,348,98629,3190,52459,4,61953,22,7435,95,2420
corydolphin/flask-cors,0,0,17,4155,346,6326,1,8791,5,4636,7,114,7,28731,114,48281,2618,34938,1,22870,4,3320,13,203
geex-arts/django-jet,0,0,765,100366,8059,95555,1,149210,104,48844,483,7580,2,6933,30,7905,439,4417,1,1737,2,765,6,86
ewels/multiqc,2,103864,782,283416,10109,208355,10,238910,85,59358,309,8164,15,154893,1098,407854,12798,236830,7,309528,48,56567,250,10880
spatialaudio/nbsphinx,0,0,327,98232,7188,78780,4,130599,64,32367,270,4979,38,287691,872,302167,8675,141494,7,25388,21,10912,76,1727
spatialaudio/python-sounddevice,0,0,9,3594,433,4101,1,8157,7,4563,124,2216,1,2885,16,11225,735,9666,1,10963,3,2623,3,153
modlinltd/django-advanced-filters,0,0,5,273,42,688,1,2044,4,1771,21,898,0,0,0,0,0,0,0,0,0,0,0,0
ab-ce/abce,3,318687,512,319282,10317,242930,1,1471,3,876,7,100,18,236369,860,443048,20684,281193,1,226499,10,19820,32,1258
django-wiki/django-wiki,3,34329,937,137504,10320,128081,5,179178,188,76003,1018,17971,8,13421,65,15161,881,8163,2,2847,3,1107,12,186
chyroc/wechatsogou,3,10146,409,103037,4858,74363,5,106735,20,13844,53,1067,6,27331,72,37344,1157,26352,1,11176,2,1163,3,77
keeper-security/commander,4,25155,317,85663,6273,76462,10,111696,134,51188,626,12026,15,54655,579,154341,8731,114953,8,136666,60,36980,285,5422
saulpw/visidata,1,7616,25,8149,438,6757,1,1583,2,1050,7,59,2,1412,3,1412,103,585,0,0,0,0,0,0
lukasschwab/arxiv.py,0,0,25,3699,274,2289,1,5823,7,2124,13,713,37,485226,1324,485226,15145,228683,0,0,0,0,0,0
jazzband/pip-tools,2,33353,542,194247,7771,116749,3,189274,55,28380,268,5078,1,4063,20,4486,237,3303,2,1551,3,1128,37,627
jazzband/prettytable,0,0,3,5983,0,0,1,6398,2,415,6,283,0,0,0,0,0,0,0,0,0,0,0,0
jazzband/django-auditlog,0,0,781,104796,8328,99984,2,156826,106,52030,515,9057,3,7931,31,8903,500,4774,1,1737,2,765,6,86
jazzband/django-silk,1,4570,706,88970,8070,95073,2,152765,165,68365,884,14672,3,6623,28,9773,553,7087,2,5598,9,2448,22,476
jazzband/django-oauth-toolkit,0,0,835,113078,9044,110806,4,175051,130,61973,536,9703,9,44640,181,69217,3720,48906,3,30552,19,5975,60,688
jazzband/django-redshift-backend,0,0,828,136645,8474,102426,1,149210,41,12565,82,1653,3,8670,32,8670,445,3559,0,0,0,0,0,0
jazzband/django-push-notifications,0,0,734,91485,7962,94004,1,149210,135,57725,569,8978,2,6933,30,7905,439,4570,1,1737,2,765,6,86
jazzband/django-user-sessions,0,0,769,107770,8076,95509,1,149210,100,41440,452,7463,2,6933,30,7905,439,4580,1,1737,2,765,6,86
jazzband/django-payments,0,0,813,123037,8453,101138,2,154645,74,31608,321,5829,6,37403,640,48388,1322,28005,2,12913,4,1928,9,163
poliastro/poliastro,0,0,3706,1307323,46755,1104685,8,1615445,205,308122,1770,56774,30,268173,1053,364291,18117,292199,7,198379,77,102261,567,24013
pypa/readme_renderer,0,0,416,148084,3610,39136,3,176615,52,28531,332,7397,2,1525,12,2293,97,864,1,1110,1,342,6,100
pypa/setuptools_scm,1,27538,83,31058,1572,21211,2,4882,3,1362,39,716,0,0,5,180,228,2256,2,5883,19,5703,88,1371
pypa/auditwheel,0,0,36,8600,677,6748,1,15295,17,6695,167,1639,0,0,0,0,0,0,0,0,0,0,0,0
pseudonym117/riot-watcher,0,0,10,1979,222,3651,1,5435,8,3456,15,275,4,19376,141,29389,847,20279,1,11176,2,1163,3,77
release-engineering/kobo,0,0,0,0,60,361,1,998,1,998,1,2,0,0,0,0,0,0,0,0,0,0,0,0
martyzz1/heroku3.py,0,0,27,7982,496,8590,2,13051,9,5069,44,1236,37,340261,1226,377570,13515,175282,2,38714,3,1405,6,98
pytrip/pytrip,0,0,632,440519,10276,257289,3,504052,51,63533,201,7009,10,57829,351,127883,5735,120716,1,133991,50,63937,381,16634
pytrip/pytripgui,1,3131,181,55553,5343,88162,4,142289,88,89867,915,17191,12,351410,1005,554555,16295,371314,3,276497,68,73352,450,16373
bbn-q/auspex,3,18118,1127,474512,20368,466935,13,792058,266,335664,2567,84319,39,531948,2363,891842,40510,655931,12,595062,182,235168,1280,46841
bbn-q/qgl,0,0,468,257336,6772,191360,3,263994,10,6658,21,964,39,607099,2295,928694,40110,704363,8,533283,156,211688,1083,34799
open2c/bioframe,0,0,327,176789,7935,161339,3,291575,78,114786,893,25906,14,178088,747,296996,11403,217204,4,155413,26,36505,120,4934
astropy/astroquery,0,0,678,207623,11693,228883,7,379936,180,172313,1259,41554,13,63097,235,86886,4890,80134,6,50226,15,26437,58,1327
astropy/specutils,0,0,1063,401741,16736,399195,5,607917,161,206176,1126,43335,13,24053,280,58080,3727,61848,4,57362,8,23335,16,467
astropy/photutils,0,0,587,175647,9819,210766,2,336586,130,160939,878,31547,2,9986,35,10057,795,26793,1,21904,2,21833,7,315
getnikola/nikola,0,0,914,271430,8159,108662,17,336419,125,64989,725,15051,6,19333,68,29942,1002,20483,3,13126,5,2517,13,241
containerbuildsystem/atomic-reactor,1,4647,45,10788,778,10144,3,12602,14,6461,96,2217,12,36114,189,55784,1974,41001,2,22552,9,2882,38,787
sherpa/sherpa,0,0,197,81922,3588,90175,1,133985,41,52063,193,8163,0,0,0,0,0,-112,0,0,0,0,0,0
networktocode/pyntc,1,14722,611,70229,4031,49460,6,64343,23,8836,88,1335,23,155608,737,217116,11155,151895,5,75696,19,14188,107,2390
networktocode/ntc-templates,0,0,2,511,127,1776,1,3177,4,2666,37,634,2,41302,226,41302,1914,24080,0,0,0,0,0,0
maxplanck-ie/snakepipes,2,196658,319,196945,7509,156956,1,808,4,521,19,196,42,323711,825,327318,12881,228743,1,5923,6,2316,9,166
openslide/openslide-python,0,0,86,25260,1143,20726,1,31016,8,5756,26,731,0,0,0,0,0,0,0,0,0,0,0,0
ploxiln/fab-classic,1,998,1,998,61,363,0,0,0,0,0,0,4,36927,107,36927,2492,24956,0,0,0,0,0,0
jamesphoughton/pysd,1,9121,1053,452249,19043,454266,11,725159,288,282031,2078,62400,10,23151,118,41323,1963,28947,5,26406,7,8234,269,4342
cherrypy/cheroot,1,605,1,605,46,539,0,0,0,0,0,0,0,0,2,936,218,4280,1,5328,1,4392,1,51
kibitzr/kibitzr,4,8928,1172,459993,24401,360045,13,504286,71,53221,259,4490,27,122370,434,142959,7318,102615,4,30623,23,10034,123,2771
usnistgov/fipy,0,0,981,428581,14817,342783,4,556249,97,127668,562,23640,8,126879,445,162845,6992,104772,3,42695,7,6729,23,716
pyecore/pyecore,0,0,31,5237,498,6016,3,9791,7,4554,19,339,0,0,0,0,0,0,0,0,0,0,0,0
django-helpdesk/django-helpdesk,4,47647,1200,204641,14801,174067,11,225439,141,68445,679,12678,27,155860,647,178426,8512,116500,6,32658,25,10092,137,3167
behave/behave-django,0,0,7,3045,286,4502,1,6946,3,3901,17,684,3,6945,15,6945,333,4576,0,0,0,0,0,0
phonologicalcorpustools/corpustools,0,0,234,118291,3773,97993,1,133985,4,15694,7,233,1,2551,218,82027,5324,59307,2,83374,8,3898,45,814
4dn-dcic/tibanna,1,5435,50,11627,621,10370,2,9139,10,2947,21,429,6,61866,274,101745,5885,77309,4,61500,27,21621,152,2133
jaraco/inflect,0,0,55,15217,1392,17446,2,36186,37,20969,268,5703,1,452,3,547,52,749,1,3968,1,3873,49,1928
nicolaslm/sauna,0,0,35,6024,360,4696,2,6993,2,969,30,376,0,0,0,0,0,0,0,0,0,0,0,0
kivy/buildozer,2,10479,104,13839,971,10447,1,4442,3,1082,8,352,3,12667,31,12742,770,10102,1,995,2,920,8,329
kivy/python-for-android,2,1490,47,19774,1503,19340,4,26728,7,8444,56,1632,3,2667,17,2667,150,1815,0,0,0,0,0,0
kivy/kivy-ios,1,78783,212,92849,6117,80841,3,36101,55,22035,147,4553,10,36613,185,101449,3032,52900,7,88349,54,23513,214,3328
home-assistant-libs/pychromecast,1,17125,64,20482,1157,14022,2,6752,9,3395,46,656,4,16350,69,28719,893,22092,3,17142,11,4773,23,456
zqfang/gseapy,0,0,936,458693,17659,426647,5,682528,165,223835,1503,48581,12,135696,517,187060,7654,120791,5,63820,18,12456,89,2656
phylliade/ikpy,0,0,1415,765400,21986,475640,3,844502,67,79102,373,16819,1,47859,53,47859,1360,30831,0,0,0,0,0,0
graphql-python/graphene,0,0,118,17474,960,16618,3,31623,47,14149,202,4316,0,0,0,0,0,0,0,0,0,0,0,0
graphql-python/graphene-django,0,0,842,120417,8520,101762,4,156336,98,35919,431,5834,3,14227,166,29046,1549,23688,3,26088,19,11269,76,1529
graphql-python/graphene-sqlalchemy,0,0,230,136441,8963,125507,2,187632,24,51191,111,2770,7,37229,498,45713,3057,31681,1,9519,13,1035,20,276
graphql-python/gql,0,0,10,660,114,1675,2,2276,3,1616,7,317,1,780,104,21364,926,17877,2,32655,34,12071,197,3549
fbpic/fbpic,0,0,957,463788,20388,390605,5,555078,89,91290,509,18063,1,998,26,6155,840,4437,1,7755,3,2598,7,55
burnash/gspread,1,16090,65,16561,572,11288,1,966,1,495,3,138,12,86910,346,86910,2311,41786,0,0,0,0,0,0
sosreport/sos,0,0,26,7894,530,7008,2,10365,7,2471,42,1126,21,303092,871,303167,7206,160549,1,995,2,920,8,329
sibson/vncdotool,0,0,492,126265,12706,148783,3,253498,220,127233,761,14435,5,23571,145,65248,2978,44329,5,43268,5,1591,28,460
dmnfarrell/pandastable,1,9121,494,178549,9434,167433,4,330191,136,160763,1592,48576,8,18232,626,228360,10435,185831,6,287990,92,77862,443,17988
landlab/landlab,3,6352,1117,536844,18344,450195,6,683984,122,153492,751,22201,23,325432,1387,482874,19682,355005,8,352332,146,194890,1401,52220
vispy/vispy,2,340,255,100547,3932,94499,3,144899,31,44692,208,8223,0,0,0,0,0,0,0,0,0,0,0,0
althonos/instalooter,1,4374,122,22662,1789,24066,7,36172,47,17884,287,5062,4,16711,134,59880,2380,42506,4,46943,7,3774,15,349
althonos/pronto,0,0,305,135359,2436,93228,3,150720,36,15361,132,3463,1,998,1,998,61,363,0,0,0,0,0,0
yashaka/selene,1,40304,502,165279,9008,94841,2,130797,44,5822,106,1227,19,94035,319,97534,4204,67978,1,4063,1,564,5,151
wechatpy/wechatpy,1,7616,25,8196,475,8231,3,6019,13,5439,88,2074,3,5725,47,25395,669,17833,2,22552,9,2882,38,787
pipitone/qbatch,1,40304,225,40304,1853,23717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
igmhub/picca,1,40304,1261,478535,25020,446728,10,620385,159,182154,976,33687,11,138694,1051,396353,17497,313537,6,392192,88,134533,588,18892
liqd/a4-opin,0,0,756,72031,4658,51751,1,84821,23,12790,38,466,54,451454,2561,537164,25522,335530,21,120674,71,34964,332,7892
liqd/adhocracy4,4,36935,1646,148041,13019,151025,14,230579,264,119473,1652,29671,24,228567,670,230678,10442,152654,3,5483,6,3372,23,437
snare/voltron,1,278,312,112797,1542,22637,5,136916,47,24397,193,4535,13,53229,219,94652,4063,68079,6,53315,25,11892,73,1404
fresna/powerplantmatching,5,344597,1611,605788,20161,523568,10,457390,168,196199,1382,45874,16,153468,765,333523,12756,203566,8,212952,25,32897,127,3910
vmware/pyvmomi,1,998,1,998,61,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nsqio/pynsq,0,0,22,14461,960,14475,1,23554,12,9093,103,2213,0,0,0,0,0,-263,0,0,0,0,0,0
libensemble/libensemble,0,0,386,160643,7385,145332,6,211560,43,50917,203,4890,1,452,3,547,249,3879,2,7040,2,6945,14,523
gwpy/gwpy,1,631,986,392894,16124,358165,8,598369,181,206106,1187,40286,14,198404,881,315475,15786,272725,14,237759,115,120688,741,26814
mhvk/baseband,0,0,432,141123,6576,133538,1,202601,47,61478,331,9881,2,9986,225,86761,4289,114370,2,155889,50,79114,295,11632
natlibfi/skosify,0,0,108,30648,1637,21680,1,41062,10,10414,75,1431,3,14709,29,14709,678,8969,0,0,0,0,0,0
meejah/txtorcon,0,0,362,77986,10300,108330,2,183383,143,105397,618,10223,9,71693,347,116902,5134,69719,7,57353,13,12144,65,1241
bigchaindb/bigchaindb,1,6721,74,14716,709,7966,2,10303,5,2308,22,484,19,111198,470,176054,9566,137482,10,99305,50,34449,233,4523
ktbyers/netmiko,1,74,64,19880,1726,24895,5,38649,37,18843,174,3646,6,44356,357,81574,4579,52926,1,40304,6,3086,9,80
openpathsampling/openpathsampling,1,987,1324,536913,19431,474269,8,729125,148,193199,1349,38679,12,132308,683,235252,10735,184147,6,181054,71,78110,522,24675
pagarme/pagarme-python,0,0,12,2277,225,3722,1,5435,6,3158,11,202,7,27611,88,37624,1144,26474,1,11176,2,1163,3,77
quatrope/astroalign,0,0,805,337589,10818,309581,3,442788,73,105199,508,22966,5,139910,417,171882,4632,138503,2,63788,45,31816,143,5360
clarkperkins/click-shell,0,0,9,4331,444,6411,1,10130,7,5799,43,824,0,0,0,0,0,0,0,0,0,0,0,0
wkentaro/labelme,1,2840,108,9680,285,5054,3,9685,12,2845,50,1235,12,268255,839,381466,14341,256331,3,170924,64,57713,241,9909
