product,own_files_count,own_files_loc,own_functions_count,own_functions_loc,total_dependency_functions_count,total_dependency_functions_loc,total_dependency_files_count,total_dependency_files_loc,reachable_dependencies,reachable_dependencies_loc,reachable_dependency_files,reachable_dependency_files_loc,reachable_dependency_functions,reachable_dependency_functions_loc,total_dependencies_count,total_dependencies_loc,bloated_dependencies_count,bloated_dependencies_loc,bloated_files_count,bloated_files_loc,bloated_functions_count,bloated_functions_loc,bloated_deps_count_1,bloated_deps_loc_1,bloated_files_count_1,bloated_files_loc_1,bloated_functions_count_1,bloated_functions_loc_1,used_direct_deps_count_1,used_direct_deps_loc_1,used_direct_files_count_1,used_direct_files_loc_1,used_direct_functions_count_1,used_direct_functions_loc_1,transitive_bloated_dependencies_count,transitive_bloated_dependencies_loc,transitive_bloated_files_count,transitive_bloated_files_loc,transitive_bloated_functions_count,transitive_bloated_functions_loc,transitive_used_dependencies_count,transitive_used_dependencies_loc,transitive_used_files_count,transitive_used_files_loc,transitive_used_functions_count,transitive_used_functions_loc
pynamodb/pynamodb,28,6767,427,4636,3037,39319,138,56376,1,34442,11,6895,69,930,5,5,4,21934,127,49481,2968,38389,0,0,61,27547,1962,23594,1,34442,11,6895,69,930,4,21934,66,21934,1006,14795,0,0,0,0,0,0
jpmens/mqttwarn,88,7268,194,5295,4112,62794,383,97476,8,91384,52,31813,323,6297,12,12,4,6092,331,65663,3789,56497,1,998,283,40899,3147,38809,6,68832,43,28931,285,5510,3,5094,48,24764,642,17688,2,22552,9,2882,38,787
brack3t/django-braces,12,1470,75,718,8965,107638,901,157880,2,150947,45,19546,123,2163,4,4,2,6933,856,138334,8846,105475,0,0,826,130429,8407,100809,1,149210,43,18781,117,2077,2,6933,30,7905,439,4666,1,1737,2,765,6,86
colinoflynn/pico-python,17,9779,512,6279,3700,97240,238,133991,1,133991,7,18427,24,974,1,1,0,0,231,115564,3676,96266,0,0,231,115564,3676,96266,1,133991,7,18427,24,974,0,0,0,0,0,0,0,0,0,0,0,0
plus3it/watchmaker,34,3949,152,2509,1484,18572,81,26525,6,21050,19,8809,86,1242,9,9,3,5475,62,17716,1398,17330,1,998,33,12177,922,12949,4,18369,14,7190,62,1056,2,4477,29,5539,476,4381,2,2681,5,1619,24,186
threat9/routersploit,513,24110,749,11180,12513,170276,890,267485,9,171001,135,61333,540,9978,16,16,7,96484,755,206152,11976,160298,0,0,364,74286,5293,70137,4,122898,110,48612,408,7609,7,96484,391,131866,6683,90161,5,48103,25,12721,132,2369
kislyuk/watchtower,2,555,22,336,3890,51166,191,72341,2,42617,13,6524,71,1012,7,7,5,29724,178,65817,3819,50154,0,0,32,6750,344,5826,1,8175,5,1425,10,253,5,29724,146,59067,3475,44328,1,34442,8,5099,61,759
juniper/py-junos-eznc,84,17210,660,12925,8522,108932,461,159017,10,107783,64,43259,488,9282,19,19,9,51234,397,115758,8039,99650,3,7509,194,46302,4015,52911,9,80245,60,41452,424,8337,6,43725,203,69456,4024,46739,1,27538,4,1807,64,945
juniper/jsnapy,17,7409,106,6910,11178,146236,778,217129,8,98194,29,15810,203,3365,24,24,16,118935,749,201319,10976,142871,2,25635,340,67392,3393,47418,5,50500,16,8743,108,1784,14,93300,409,133927,7583,95453,3,47694,13,7067,95,1581
pyscaffold/pyscaffold,31,5279,244,3396,2584,31577,139,47063,5,40361,25,10427,208,3295,8,8,3,6702,114,36636,2376,28282,0,0,86,29934,2021,24047,5,40361,25,10427,208,3295,3,6702,28,6702,355,4235,0,0,0,0,0,0
nci-gdc/gdcdictionary,3,175,8,129,3758,58474,235,85493,2,12200,11,5099,23,289,15,15,13,73293,224,80394,3735,58185,0,0,31,7101,740,8701,2,12200,11,5099,23,289,13,73293,193,73293,2995,49484,0,0,0,0,0,0
bparzella/secsgem,336,26912,519,6813,848,12319,36,16717,2,12555,3,4296,7,101,4,4,2,4162,33,12421,841,12218,0,0,29,8259,588,9449,2,12555,3,4296,7,101,2,4162,4,4162,253,2769,0,0,0,0,0,0
sendgrid/sendgrid-python,84,6769,350,3720,98,836,20,1327,2,1327,10,851,27,207,2,2,0,0,10,476,71,629,0,0,8,356,50,383,1,911,9,555,26,178,0,0,2,120,21,246,1,416,1,296,1,29
pythonot/pot,38,25853,876,23057,10331,287518,696,390953,2,390953,69,81644,430,21250,2,2,0,0,627,309309,9907,266268,0,0,627,309309,9907,267042,2,390953,69,81644,430,21250,0,0,0,0,0,-774,0,0,0,0,0,0
seisman/hinetpy,6,2956,51,2026,933,24213,78,35612,3,27987,20,7737,122,2640,6,6,3,7625,58,27875,813,21573,0,0,7,580,154,2075,1,5435,11,4855,84,1853,3,7625,51,27295,659,19498,2,22552,9,2882,38,787
biosustain/cameo,74,16974,870,11172,82334,1438979,5291,2320453,28,1530513,210,360824,1255,37023,127,127,99,789940,5081,1959629,81095,1401956,3,33678,1315,524584,17026,431948,14,607027,131,116121,780,28233,96,756262,3766,1435045,64069,970008,14,923486,79,244703,475,8790
sentinelsat/sentinelsat,9,2939,95,2314,1826,36981,146,53253,8,47528,46,16782,230,4719,11,11,3,5725,100,36471,1597,32262,0,0,53,11076,928,14425,6,24976,37,13900,192,3932,3,5725,47,25395,669,17837,2,22552,9,2882,38,787
mar10/wsgidav,46,15227,628,11040,1430,16883,64,23307,4,22940,8,5200,38,532,5,5,1,367,56,18107,1392,16351,0,0,54,17740,1358,16139,4,22940,8,5200,38,532,1,367,2,367,34,212,0,0,0,0,0,0
gmplot/gmplot,27,2572,81,2132,882,22187,73,32714,2,16611,9,4478,16,337,5,5,3,16103,64,28236,866,21850,0,0,11,2120,223,3664,1,5435,7,3315,13,260,3,16103,53,26116,643,18186,1,11176,2,1163,3,77
s3tools/s3cmd,25,9114,409,6410,413,6704,22,9420,2,8422,5,4637,53,1209,3,3,1,998,17,4783,361,5495,0,0,16,3785,300,5177,2,8422,5,4637,53,1209,1,998,1,998,61,318,0,0,0,0,0,0
codecov/codecov-python,4,1312,15,1073,1531,33646,115,48089,2,16611,9,4478,17,351,7,7,5,31478,106,43611,1514,33295,1,14037,50,16157,856,13958,1,5435,7,3315,14,274,4,17441,56,27454,658,19337,1,11176,2,1163,3,77
halfak/deltas,25,2128,104,799,355,4750,26,6117,0,0,0,0,0,0,2,2,2,6117,26,6117,355,4750,1,157,8,157,7,106,0,0,0,0,0,0,1,5960,18,5960,348,4644,0,0,0,0,0,0
codalab/codalab-worksheets,203,46382,1877,33969,60368,950799,4105,1544019,25,758369,194,154512,933,17320,87,87,62,785650,3911,1389507,59450,933479,11,235951,2296,817984,35230,565731,19,720092,165,138059,784,14158,51,549699,1615,571523,24220,367748,6,38277,29,16453,149,3162
lxc/pylxd,50,6764,489,4501,3964,55764,235,82283,7,57438,28,12033,186,3912,12,12,5,24845,207,70250,3780,51852,0,0,128,26169,1915,20200,5,34886,18,8717,147,3115,5,24845,79,44081,1865,31652,2,22552,10,3316,39,797
nfcpy/nfcpy,37,17265,1004,13106,809,9156,41,15138,3,15138,17,8062,87,1444,3,3,0,0,24,7076,727,7712,0,0,24,7076,727,7853,3,15138,17,8062,87,1444,0,0,0,0,0,-141,0,0,0,0,0,0
xattr/xattr,8,869,61,538,1197,13828,33,19120,2,19120,13,9244,150,2672,2,2,0,0,20,9876,1047,11156,0,0,6,1536,410,3798,1,8157,10,6621,147,2519,0,0,14,8340,637,7358,1,10963,3,2623,3,153
christiansandberg/canopen,29,5872,325,4128,2752,40564,180,63631,2,53273,7,2289,18,525,6,6,4,10358,173,61342,2735,40039,0,0,82,23688,758,14801,1,25735,6,2047,15,504,4,10358,91,37654,1977,25238,1,27538,1,242,3,21
mbj4668/pyang,55,23755,1113,17906,332,4491,28,7110,0,0,0,0,0,0,1,1,1,7110,28,7110,332,4491,1,7110,28,7110,332,4491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
booya-at/openglider,124,23952,1824,17848,23689,425854,1431,623776,9,308899,118,83174,710,12245,18,18,9,314877,1313,540602,22981,413609,2,264078,1059,468326,18591,372524,6,281415,98,77167,593,10625,7,50799,254,72276,4390,41085,3,27484,20,6007,117,1620
clinical-genomics/scout,318,45187,1204,34766,4545,52585,167,76118,7,58916,50,34819,229,5276,10,10,3,17202,117,41299,4320,47309,0,0,9,1196,295,4924,1,8791,13,7595,59,1541,3,17202,108,40103,4025,42385,6,50125,37,27224,170,3735
psy0rz/zfs_autobackup,23,4246,203,3364,337,4812,21,6055,2,3274,2,2494,47,960,3,3,1,2781,19,3561,290,3852,0,0,5,780,149,1494,2,3274,2,2494,47,960,1,2781,14,2781,141,2358,0,0,0,0,0,0
google/openhtf,71,23718,1003,11525,6891,95354,531,166978,4,12690,13,6329,37,965,23,23,19,154288,518,160649,6854,94389,6,46196,167,52557,2576,39516,4,12690,13,6329,37,965,13,108092,351,108092,4278,54873,0,0,0,0,0,0
google/apitools,90,37747,1665,19871,1859,25113,240,62970,7,52057,25,14969,113,2202,8,8,1,10913,215,48001,1748,22911,0,0,31,4209,453,7012,3,12569,18,8360,79,1551,1,10913,184,43792,1295,15899,4,39488,7,6609,34,651
google/mobly,56,13471,602,9194,901,11681,29,16440,1,5923,6,2316,11,182,3,3,2,10517,23,14124,890,11499,1,336,13,3943,346,4670,1,5923,6,2316,11,182,1,10181,10,10181,544,6829,0,0,0,0,0,0
diyan/pywinrm,11,1882,59,1430,3947,56159,214,84863,6,46449,25,9986,124,2674,12,12,6,38414,189,74877,3824,53485,1,998,8,1578,233,2888,2,5979,12,5399,82,1859,5,37416,181,73299,3591,50597,4,40470,13,4587,42,815
danirus/django-comments-xtd,98,4658,172,2077,12302,143463,1104,220536,4,169508,110,51246,437,7141,8,8,4,51028,994,169290,11898,136322,2,44095,961,161014,11389,131102,2,165135,105,48216,420,6804,2,6933,33,8276,509,5220,2,4373,5,3030,17,337
sage-bionetworks/synapsepythonclient,50,21754,803,16765,4312,54126,239,80911,5,30947,24,9937,134,2941,16,16,11,49964,215,70974,4179,51185,1,1682,20,2277,274,3460,2,6004,13,5409,85,1992,10,48282,195,68697,3905,47725,3,24943,11,4528,49,949
galvant/instrumentkit,118,29256,1171,14874,8606,163319,656,243066,5,42462,11,9696,99,1558,11,11,6,200604,645,233370,8511,161761,1,3072,94,35838,1792,25866,5,42462,11,9696,99,1558,5,197532,551,197532,6719,135895,0,0,0,0,0,0
manolomartinez/greg,5,1134,42,810,330,3416,34,6393,1,5823,7,2124,14,716,2,2,1,570,27,4269,316,2700,0,0,25,3699,273,2286,1,5823,7,2124,14,716,1,570,2,570,43,414,0,0,0,0,0,0
planetlabs/planet-client-python,33,6675,298,4322,3312,49814,243,72267,11,60318,68,24000,469,8196,18,18,7,11949,175,48267,2845,41618,2,3846,75,18275,1418,18132,5,30255,39,15826,296,5130,5,8103,100,29992,1427,23486,6,30063,29,8174,173,3066
brian-team/brian2genn,25,5233,182,3435,26458,464509,1433,822195,7,691123,75,71653,345,9802,11,11,4,131072,1358,750542,26114,454707,0,0,81,27283,1420,26161,2,50905,40,23622,170,5032,4,131072,1277,723259,24694,428546,5,640218,35,48031,175,4770
nrel/hescore-hpxml,9,3426,127,3006,4795,59678,392,93930,4,46315,14,8799,47,893,9,9,5,47615,378,85131,4748,58785,0,0,42,8410,705,8063,2,13318,10,4908,41,769,5,47615,336,76721,4043,50722,2,32997,4,3891,6,124
noripyt/django-cachalot,42,6287,324,4774,9083,109412,895,156960,2,150027,164,68315,667,11092,4,4,2,6933,731,88645,8453,98320,0,0,701,80740,8014,94204,1,148290,162,67550,661,11006,2,6933,30,7905,439,4116,1,1737,2,765,6,86
pyamg/pyamg,60,19864,281,18165,10331,287518,696,390953,2,390953,77,81028,459,19536,2,2,0,0,619,309925,9884,267982,0,0,619,309925,9884,268716,2,390953,77,81028,459,19536,0,0,0,0,0,-734,0,0,0,0,0,0
openstenoproject/plover,130,16479,1060,9975,2495,30847,163,58888,3,57282,19,7633,97,1864,5,5,2,1606,144,51255,2402,28983,1,608,143,50257,2341,28718,3,57282,19,7633,97,1864,1,998,1,998,61,265,0,0,0,0,0,0
jopohl/urh,297,123556,3354,38342,9402,168010,401,227654,4,227654,100,120996,993,21121,4,4,0,0,301,106658,8457,146889,0,0,301,106658,8457,146993,4,227654,100,120996,993,21121,0,0,0,0,0,-104,0,0,0,0,0,0
sfstoolbox/sfs-python,18,6346,142,5090,10251,286532,696,390959,2,390959,64,94028,390,17698,2,2,0,0,632,296931,9866,268834,0,0,632,296931,9866,269440,2,390959,64,94028,390,17698,0,0,0,0,0,-606,0,0,0,0,0,0
docker/docker-py,69,14186,627,11289,5394,77784,299,113617,8,71658,64,29077,378,7383,15,15,7,41959,235,84540,5019,70401,0,0,29,4946,459,5681,3,11365,14,6419,97,2155,7,41959,206,79594,4560,64720,5,60293,50,22658,281,5228
wger-project/wger,383,38589,873,12010,18820,249294,1725,368421,17,279590,261,114497,1387,23020,36,36,19,88831,1464,253924,17505,226274,1,2514,148,17291,1476,16665,6,23823,22,9046,75,1178,18,86317,1316,236633,16029,209609,11,255767,239,105451,1312,21842
golemhq/golem,62,11859,786,8909,16019,203136,825,318612,16,250580,125,51505,410,8295,34,34,18,68032,700,267107,15613,194841,0,0,31,3268,642,9868,5,16970,34,13702,104,2388,18,68032,669,263839,14971,184973,11,233610,91,37803,306,5907
jantman/awslimitchecker,51,12896,351,9372,4996,67686,265,97200,5,62167,34,16508,203,4258,12,12,7,35033,231,80692,4793,63428,1,2636,40,9467,427,7034,2,8457,6,1626,12,236,6,32397,191,71225,4366,56394,3,53710,28,14882,191,4022
mixpanel/mixpanel-python,5,2229,126,1713,944,22631,74,33796,3,27987,20,7737,118,2614,6,6,3,5809,54,26059,826,20017,1,998,8,1578,217,2460,1,5435,11,4855,80,1827,2,4811,46,24481,609,17557,2,22552,9,2882,38,787
mysociety/mapit,153,10493,423,6935,15050,235312,1262,331814,5,186398,184,71676,735,11225,11,11,6,145416,1078,260138,14345,224087,2,3500,809,117250,10065,121037,4,184661,182,70911,729,11139,4,141916,269,142888,4280,103050,1,1737,2,765,6,86
qutip/qutip,121,39075,1123,27731,10522,290320,710,395016,3,395016,115,128188,730,31650,3,3,0,0,595,266828,9805,258670,0,0,595,266828,9805,260636,3,395016,115,128188,730,31650,0,0,0,0,0,-1966,0,0,0,0,0,0
lebedov/scikit-cuda,51,27054,868,15281,5625,120979,335,166475,3,152282,27,34377,105,3235,8,8,5,14193,308,132098,5521,117744,1,8521,277,119216,4670,109133,2,144843,26,34148,103,3216,4,5672,31,12882,851,8611,1,7439,1,229,2,19
django-cas-ng/django-cas-ng,17,1057,32,634,10261,135017,1004,199133,2,150947,58,30006,186,3030,12,12,10,48186,946,169127,10085,131987,1,431,814,120400,8371,100399,1,149210,56,29241,180,2944,9,47755,132,48727,1714,31588,1,1737,2,765,6,86
cookiecutter/cookiecutter,20,2431,73,1699,3203,55774,220,123892,11,106424,64,30547,239,3998,16,16,5,17468,156,93345,2967,51776,0,0,61,22416,1835,26201,7,46327,34,23911,169,3086,5,17468,95,70929,1132,25575,4,60097,30,6636,70,912
naturalhistorymuseum/ckanext-ldap,17,920,39,635,5761,84164,790,147886,2,97042,52,21969,185,3591,6,6,4,50844,738,125917,5578,80573,2,15159,107,15159,690,8239,0,0,0,0,0,0,2,35685,631,110758,4888,72334,2,97042,52,21969,185,3591
inasafe/inasafe,464,95864,2700,61269,701,7106,126,11606,2,10808,59,7361,187,2719,3,3,1,798,67,4245,517,4387,0,0,42,1597,343,2666,1,7896,48,6299,166,2248,1,798,25,2648,174,1721,1,2912,11,1062,21,471
gluster/gstatus,6,456,15,364,3774,46956,204,66856,2,23498,12,4846,52,832,7,7,5,43358,192,62010,3723,46124,0,0,14,1028,134,1900,1,3077,7,2049,33,582,5,43358,178,60982,3589,44224,1,20421,5,2797,19,250
wamdam/backy2,41,10270,547,7781,13121,190178,397,292043,9,282085,101,149395,686,16372,13,13,4,9958,296,142648,12438,173806,0,0,255,126707,11640,165554,7,272615,98,145908,678,16045,4,9958,41,15941,798,8252,2,9470,3,3487,8,327
sasview/sasview,334,76015,3751,63078,35312,608621,2028,895971,13,709022,142,129458,980,29917,29,29,16,186949,1886,766513,34339,578704,2,36187,248,77918,4125,61536,4,63983,28,22252,144,2870,14,150762,1638,688595,30214,517168,9,645039,114,107206,836,27047
scrapinghub/python-scrapinghub,29,4645,329,2912,1030,23671,79,35343,4,18242,12,5952,33,657,8,8,4,17101,67,29391,998,23014,0,0,10,1979,234,3698,2,5758,9,3779,29,488,4,17101,57,27412,764,19316,2,12484,3,2173,4,169
scrapinghub/dateparser,272,66597,800,7504,941,16134,34,22192,4,21194,9,8601,271,4285,5,5,1,998,25,13591,671,11849,0,0,24,12593,610,11506,4,21194,9,8601,271,4285,1,998,1,998,61,343,0,0,0,0,0,0
scrapinghub/shub,38,4607,219,2702,8847,145769,719,254214,10,245060,164,55727,710,15110,15,15,5,9154,556,198487,8139,130659,1,323,476,166353,6990,106032,6,213010,142,46992,581,12280,4,8831,80,32134,1149,24627,4,32050,22,8735,129,2830
yelp/pgctl,18,2495,162,1789,6046,71423,198,112686,4,112371,8,4259,18,203,6,6,2,315,190,108427,6029,71220,2,315,190,108427,6029,71233,4,112371,8,4259,18,203,0,0,0,0,0,-13,0,0,0,0,0,0
cuemacro/findatapy,57,18094,500,12645,103002,1975596,7869,2986536,49,1995579,496,419335,3328,102684,139,139,90,990957,7373,2567201,99702,1872912,1,48118,1202,367866,17135,351613,14,498511,209,178763,1766,52347,89,942839,6171,2199335,82567,1521299,35,1497068,287,240572,1562,50337
holoviz/holoviews,139,68078,2941,47149,21193,403012,1546,626940,17,551660,335,301164,2202,56576,37,37,20,75280,1211,325776,19023,346436,0,0,308,100874,5640,115692,4,216147,93,115273,565,16741,20,75280,903,224902,13383,230744,13,335513,242,185891,1637,39835
holoviz/geoviews,32,7195,275,4140,33732,607376,2246,979756,14,664841,215,238669,1426,39657,48,48,34,314915,2031,741087,32363,567719,0,0,492,117369,6195,92034,5,176142,80,58773,332,8420,34,314915,1539,623718,26168,475685,9,488699,135,179896,1094,31237
kovacsbalu/wazeroutecalculator,6,809,54,664,882,22187,73,32714,2,16611,9,4478,16,337,5,5,3,16103,64,28236,866,21850,0,0,11,2120,223,3664,1,5435,7,3315,13,260,3,16103,53,26116,643,18186,1,11176,2,1163,3,77
bugsnag/bugsnag-python,62,5280,276,3045,735,9602,18,13704,1,13704,1,1742,1,2,1,1,0,0,17,11962,735,9600,0,0,17,11962,735,9602,1,13704,1,1742,1,2,0,0,0,0,0,-2,0,0,0,0,0,0
ekzhu/datasketch,38,6859,413,4022,10331,287518,696,390953,2,390953,19,33473,72,3308,2,2,0,0,677,357480,10260,284210,0,0,677,357480,10260,284212,2,390953,19,33473,72,3308,0,0,0,0,0,-2,0,0,0,0,0,0
edx/i18n-tools,15,1949,89,1310,9557,115142,924,167534,3,9654,4,3903,18,491,7,7,4,157880,920,163631,9542,114651,1,149210,888,154961,9097,110212,3,9654,4,3903,18,491,3,8670,32,8670,445,4439,0,0,0,0,0,0
edx/codejail,11,1171,33,817,61,363,1,998,0,0,0,0,0,0,1,1,1,998,1,998,61,363,1,998,1,998,61,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
edx/edx-lint,28,2087,78,1117,6775,99263,510,148268,7,69510,34,17094,101,1908,23,23,16,78758,476,131174,6675,97355,0,0,193,45895,2441,39045,5,61828,29,15933,90,1774,16,78758,283,85279,4234,58310,2,7682,5,1161,11,134
edx/bok-choy,12,3376,137,2698,1037,13405,119,22072,1,10828,6,1686,16,232,3,3,2,11244,113,20386,1021,13173,1,68,81,9210,616,5972,1,10828,6,1686,16,232,1,11176,32,11176,405,7201,0,0,0,0,0,0
edx/auth-backends,9,519,21,200,14670,183706,1455,272597,5,168312,53,17181,256,4719,20,20,15,104285,1402,255416,14415,178987,1,998,862,138095,8529,100565,3,152934,49,15837,246,4619,14,103287,540,117321,5886,78422,2,15378,4,1344,10,100
edx/xblock-utils,12,1294,73,809,5046,67571,283,97709,5,43341,21,9235,137,3365,14,14,9,54368,262,88474,4910,64206,0,0,42,6720,802,7627,3,15445,19,8725,127,3262,9,54368,220,81754,4108,56579,2,27896,2,510,10,103
edx/repo-tools,68,8091,345,5395,4919,71098,308,101810,8,63292,61,28981,285,5473,17,17,9,38518,247,72829,4637,65625,2,6796,55,15374,984,15793,2,21484,24,12906,141,3089,7,31722,192,57455,3653,49832,6,41808,37,16075,144,2384
edx/edx-drf-extensions,31,2080,91,1234,20608,268360,1770,395855,13,293516,120,49198,501,7854,30,30,17,102339,1650,346657,20112,260506,3,10912,994,150496,10144,123751,5,178261,100,38677,427,6553,14,91427,656,196161,9968,136755,8,115255,20,10521,74,1301
edx/xblock,20,4951,323,3242,4118,56684,222,82264,6,62249,10,7166,56,1439,11,11,5,20015,212,75098,4062,55245,3,18409,143,46196,2605,35913,5,34711,9,6924,53,1418,2,1606,69,28902,1457,19332,1,27538,1,242,3,21
edx/django-config-models,21,1188,55,561,15829,199446,1471,294677,5,173864,146,65616,689,11436,17,17,12,120813,1325,229061,15154,188010,0,0,846,106905,8989,105854,3,169491,141,62586,672,11099,12,120813,479,122156,6165,82156,2,4373,5,3030,17,337
edx/xblock-lti-consumer,69,9248,256,5479,30194,402941,2540,603144,27,433423,267,121762,1470,28296,52,52,25,169721,2273,481382,28756,374645,4,4104,1104,168865,13107,155193,12,263700,223,98939,1200,23732,21,165617,1169,312517,15649,219452,15,169723,44,22823,270,4564
edx/edx-proctoring,72,11511,358,7142,35233,438780,2778,663048,27,425230,303,115614,1256,21212,62,62,35,237818,2475,547434,34000,417568,1,286,227,47795,2868,35515,8,65166,70,17657,198,3811,34,237532,2248,499639,31132,382053,19,360064,233,97957,1058,17401
edx/edx-enterprise,603,57438,1597,28486,40588,535279,3222,809147,36,420152,316,130876,1603,27598,84,84,48,388995,2906,678271,39042,507681,9,98194,706,160617,9928,114901,18,86909,59,24486,258,5609,39,290801,2200,517654,29114,392780,18,333243,257,106390,1345,21989
kyper-data/python-highcharts,21,7374,268,2896,2649,34092,252,54904,1,14233,3,3083,13,306,3,3,2,40671,249,51821,2636,33786,1,40304,247,51454,2602,33574,1,14233,3,3083,13,306,1,367,2,367,34,212,0,0,0,0,0,0
hylang/hy,24,7427,387,5331,66,875,4,1169,1,1169,1,885,14,299,1,1,0,0,3,284,53,576,0,0,3,284,53,612,1,1169,1,885,14,299,0,0,0,0,0,-36,0,0,0,0,0,0
ggtracker/sc2reader,44,11846,616,8975,1193,21787,97,31504,2,31504,3,4342,17,390,2,2,0,0,94,27162,1176,21397,0,0,94,27162,1176,21397,2,31504,3,4342,17,390,0,0,0,0,0,0,0,0,0,0,0,0
minio/minio-py,26,9111,621,6748,408,7234,35,11300,2,11300,8,2815,16,381,2,2,0,0,27,8485,392,6853,0,0,27,8485,392,6853,2,11300,8,2815,16,381,0,0,0,0,0,0,0,0,0,0,0,0
elastic/rally,80,28414,1938,21470,23730,326201,1188,478556,5,41556,25,13954,139,2535,56,56,51,437000,1163,464602,23592,323666,0,0,2,16,2,10,1,124,1,108,1,23,51,437000,1161,464586,23590,323656,4,41432,24,13846,138,2512
elastic/elasticsearch-py,132,71569,1334,62389,639,9923,61,15978,2,15854,24,8890,128,2579,3,3,1,124,37,7088,518,7344,0,0,12,2316,150,2249,1,4202,7,1886,33,385,1,124,25,4772,368,5095,1,11652,17,7004,95,2194
eternnoir/pytelegrambotapi,31,28660,1342,21010,882,22187,73,32714,4,28111,21,7845,119,2634,5,5,1,4603,52,24869,763,19553,0,0,7,580,156,2100,1,5435,11,4855,80,1824,1,4603,45,24289,607,17453,3,22676,10,2990,39,810
andrewannex/spiceypy,10,26657,807,15890,3780,98226,238,133985,1,133985,6,11643,14,350,1,1,0,0,232,122342,3766,97876,0,0,232,122342,3766,97876,1,133985,6,11643,14,350,0,0,0,0,0,0,0,0,0,0,0,0
silx-kit/fabio,146,33789,1363,21034,3780,98226,238,133985,1,133985,38,48689,219,8251,1,1,0,0,200,85296,3561,89975,0,0,200,85296,3561,89975,1,133985,38,48689,219,8251,0,0,0,0,0,0,0,0,0,0,0,0
nvbn/thefuck,213,6778,626,3919,14895,200134,1234,403917,1,27538,2,1369,59,888,48,48,47,376379,1232,402548,14836,199246,1,998,1,998,61,363,0,0,0,0,0,0,46,375381,1231,401550,14775,198883,1,27538,2,1369,59,888
rare-technologies/gensim,88,42281,1182,32695,10576,291038,715,395676,3,395676,100,123515,529,23980,3,3,0,0,615,272161,10062,267058,0,0,609,271539,9870,267402,2,390953,87,119414,476,22518,0,0,6,622,192,-344,1,4723,13,4101,53,1462
mwclient/mwclient,9,2715,121,2235,1390,32165,157,46926,3,7784,3,1430,4,45,8,8,5,39142,154,45496,1386,32120,0,0,14,1234,110,1361,2,2349,2,1115,3,42,5,39142,140,44262,1276,30759,1,5435,1,315,1,3
datacamp/pythonwhat,30,7007,311,4666,11040,251303,583,332775,5,156805,32,36505,154,4184,12,12,7,175970,551,296270,10890,247119,2,164326,478,274599,9616,230451,4,143591,29,33318,149,4087,5,11644,73,21671,1274,16668,1,13214,3,3187,5,97
rdmorganiser/rdmo,545,26368,939,7772,28002,339899,2700,509222,20,240800,194,77815,731,10757,66,66,46,268422,2506,431407,27328,329142,13,36116,1789,177688,13711,152235,14,201664,157,60092,621,9002,33,232306,717,253719,13617,176907,6,39136,37,17723,110,1755
punch-cyber/stoq,20,3468,83,1820,1374,30335,92,43822,4,23804,11,5819,26,640,8,8,4,20018,81,38003,1348,29695,0,0,21,7972,528,8741,3,12628,9,4656,23,563,4,20018,60,30031,820,20954,1,11176,2,1163,3,77
mongoengine/flask-mongoengine,24,3820,193,2284,7015,104347,420,148120,10,132164,87,51629,341,8184,16,16,6,15956,333,96491,6686,96163,0,0,26,7780,840,12691,2,20087,21,12307,84,2790,6,15956,307,88711,5846,83472,8,112077,66,39322,257,5394
mongoengine/mongoengine,29,11849,582,9244,3074,41686,211,59621,2,59621,47,28459,184,4487,2,2,0,0,164,31162,2894,37199,0,0,32,6348,1481,19086,1,33024,46,26676,175,4260,0,0,132,24814,1413,18113,1,26597,1,1783,9,227
mitmproxy/mitmproxy,238,44899,2129,23239,13636,190216,690,296533,18,147174,85,61084,575,11702,36,36,18,149359,605,235449,13073,178514,7,97774,408,145697,7625,110649,14,85697,57,37774,281,5260,11,51585,197,89752,5448,67865,4,61477,28,23310,294,6442
danilop/yas3fs,6,4568,235,3830,10303,157954,635,216078,4,186354,210,95810,623,9078,9,9,5,29724,425,120268,9681,148876,0,0,279,61201,6206,104551,3,151912,202,90711,562,8319,5,29724,146,59067,3475,44325,1,34442,8,5099,61,759
stripe/stripe-python,147,10154,503,5465,883,22268,73,32798,2,16611,8,4321,14,279,5,5,3,16187,65,28477,869,21989,0,0,12,2277,225,3722,1,5435,6,3158,11,202,3,16187,53,26200,644,18267,1,11176,2,1163,3,77
psd-tools/psd-tools,46,16979,1072,8246,16334,481129,1378,653015,7,513105,99,119844,654,27069,12,12,5,139910,1279,533171,15682,454060,0,0,918,373513,12122,333619,6,480333,92,106820,608,25104,5,139910,361,159658,3560,120441,1,32772,7,13024,46,1965
django-json-api/django-rest-framework-json-api,49,6492,206,3161,10115,121881,974,175947,5,169014,72,34878,245,4196,7,7,2,6933,902,141069,9892,117685,0,0,45,4906,850,9784,2,16351,28,11445,108,1828,2,6933,857,136163,9042,107901,3,152663,44,23433,137,2368
iconfinder/pyvat,12,1160,41,624,2306,41119,145,60912,4,44809,12,5082,25,420,7,7,3,16103,133,55830,2281,40699,0,0,13,2418,261,4017,2,6095,9,3677,19,322,3,16103,120,53412,2020,36682,2,38714,3,1405,6,98
