product,NBD,NBFD,NBMD,NBD-LOC,NBFD-LOC,NBMD-LOC,PBD,PBFD,PBMD,PBD-LOC,PBFD-LOC,PBMD-LOC,unique_unresolved_count,unique_resolved_count,unresolved_count,resolved_count
pylast/pylast,3,86,1496,10361,26473,22539,37.5,69.35483870967742,84.04494382022472,25.915457728864432,66.21560780390196,81.35060997617845,20,60,32,77
common-workflow-language/cwltool,17,770,12015,172439,272380,268156,51.515151515151516,91.77592371871275,96.48277523488315,46.69132479685473,73.75235908447215,96.47703887058012,13,870,1247,3024
common-workflow-language/cwltest,17,397,6986,60353,147470,106982,68.0,93.63207547169812,98.02160796969271,36.529091690423016,89.25728881060894,96.72612858602389,7,154,171,218
common-workflow-language/schema_salad,9,255,4259,36078,89861,65848,60.0,87.03071672354949,95.81552305961755,33.143781062533876,82.55261683187418,94.80397944051715,4,130,154,181
ellmetha/django-machina,4,925,11198,7283,126308,140552,40.0,79.60413080895009,91.17407588340662,3.184312353802768,55.22506175808321,87.5211716648401,34,580,1156,1707
okigan/awscurl,9,179,3778,60841,72889,53586,75.0,94.21052631578948,98.82291394193042,77.02659931381113,92.27974223606417,98.59973871602848,349,63,576,77
exa-networks/exabgp,0,67,1377,0,27296,18496,0.0,98.52941176470588,99.78260869565217,0.0,99.12121432202774,99.88659070043744,0,1,482,1
scikit-hep/iminuit,0,219,3679,0,98625,93888,0.0,92.01680672268907,97.32804232804233,0.0,73.60898608053141,95.5836540223566,9,18,178,36
turbo87/utm,12,328,8460,166806,166806,107228,100.0,100.0,100.0,100.0,100.0,100.0,21,80,102,160
opendronemap/odm,21,694,7294,152551,176999,106965,80.76923076923077,97.06293706293707,99.29213177239315,80.23805641610957,93.09710029822799,98.63434335982886,54,520,169,4072
petercorke/robotics-toolbox-python,12,1407,22416,193950,620418,485776,48.0,90.36608863198458,96.18536794679254,24.74012977885041,79.14009712366493,93.93020049616469,333,26179,27803,168769
zach-taylor/splunk_handler,3,54,781,5079,25329,19877,50.0,72.97297297297297,86.87430478309233,15.360188713482126,76.60134276900745,88.37757325152283,4,45,9,48
nexusformat/definitions,0,12,338,0,3607,4452,0.0,66.66666666666666,97.40634005763688,0.0,60.898193483032244,96.4053702901689,0,3,0,3
seperman/deepdiff,0,0,25,0,0,205,0.0,0.0,86.20689655172413,0.0,0.0,53.246753246753244,0,10,6,29
browniebroke/deezer-python,3,65,868,16103,28393,21908,60.0,89.04109589041096,98.4126984126984,49.22357400501314,86.79158769945589,98.74250687339433,0,37,5,40
vimalloc/flask-jwt-extended,7,141,3062,28731,56044,42399,70.0,92.76315789473685,99.09385113268608,45.9071662538947,89.54861388511624,98.73090536512667,0,117,34,183
kjellmf/dot2tex,0,7,473,0,3053,6622,0.0,63.63636363636363,92.20272904483431,0.0,27.975808668560433,89.4019171054408,2,178,2,228
pv8/noipy,3,64,866,16103,28236,21850,60.0,87.67123287671232,98.1859410430839,49.22357400501314,86.31167084428685,98.48109253166268,5,37,5,41
zhmcclient/python-zhmcclient,13,201,2887,31123,55892,48339,61.904761904761905,87.77292576419214,96.6521593572146,42.24191753304921,75.8598224707511,95.86886676450756,4,97,243,138
marcharper/python-ternary,9,792,13648,130942,358680,245768,69.23076923076923,93.5064935064935,97.60423371236502,30.55458976877898,83.69598950883326,94.92703802983368,10,2695,1951,6542
gridsync/gridsync,21,1214,22361,327124,380434,268676,61.76470588235294,92.88446824789595,98.48491521691257,74.24191875520575,86.34080691027849,96.79646068711091,440,1043,3169,5924
artisan-roaster-scope/artisan,1,7,25,190,190,118,100.0,100.0,100.0,100.0,100.0,100.0,0,0,133,0
mroberge/hydrofunctions,31,1915,28642,389399,749103,505631,75.60975609756098,94.47459299457326,96.61337111246037,42.72386749642321,82.18967514855744,94.28875653137109,63,11813,6550,36779
nasa-gibs/mrf,36,2334,35893,1125187,1125187,761020,100.0,100.0,100.0,100.0,100.0,100.0,696,141465,40414,559934
fpgawars/apio,6,421,6044,106083,130788,93788,50.0,94.6067415730337,98.50065189048239,74.77795635256301,92.19252241583489,98.38142891609235,5,54,386,177
rocky/python3-trepan,7,516,3623,35049,160931,64648,70.0,85.2892561983471,95.017046944663,17.50594369967834,80.38029688530159,91.94709145214051,50,82,179,198
tskit-dev/msprime,5,335,6106,21378,135213,135409,45.45454545454545,90.54054054054053,97.32228243544789,11.018849252369685,69.69275254750971,96.01568482854469,108,295,729,472
thalesgroup/pycryptoki,12,508,7183,133329,135504,93729,85.71428571428571,97.6923076923077,99.50131597174123,94.71609112931297,96.2611975818196,99.5359259180596,17,255,295,806
mikedh/trimesh,0,182,3412,0,71062,82691,0.0,76.47058823529412,90.26455026455027,0.0,53.03728029257007,84.18443182049559,199,3749,2119,21655
altdesktop/i3ipc-python,44,1096,15354,423036,423036,208616,100.0,100.0,100.0,100.0,100.0,100.0,45,784,254,2234
flask-restful/flask-restful,6,129,3176,5366,43598,47134,50.0,74.13793103448276,95.00448698773558,7.311224350764367,59.40267596806278,92.130570758405,6,135,89,197
googlemaps/google-maps-services-python,3,64,866,16103,28252,21878,60.0,87.67123287671232,98.1859410430839,49.22357400501314,86.36057956838052,98.60729255870555,0,37,6,40
beetbox/mediafile,1,53,1155,998,16896,12046,50.0,91.37931034482759,99.56896551724138,4.779922410077111,80.92341587240767,98.73770491803279,12,6,19,9
beetbox/beets,2,267,1907,1539,73928,20776,22.22222222222222,93.35664335664336,94.54635597421914,1.8328847390610483,88.04516113665055,91.97396963123644,14,95,83,178
thenetcircle/dino,6,573,10438,151113,328500,253355,54.54545454545454,97.44897959183673,99.44740853658537,44.559807032236,96.86722260883924,99.36659214809586,9,8502,3681,28882
qiita-spots/qiita,3,922,17256,86454,352457,366465,27.27272727272727,88.31417624521073,94.26417568010488,16.584053956586125,67.61012683480783,91.41696102496557,91,15826,4247,37664
ndokter/dsmr_parser,8,248,4621,70562,83981,57866,61.53846153846154,93.58490566037736,98.1104033970276,75.75581894700679,90.1625440178648,96.85172477279194,1,34,65,127
yeti-platform/yeti,10,114,2217,50119,50119,35574,100.0,100.0,100.0,100.0,100.0,100.0,0,44,128,71
redhat-cip/hardware,1,35,405,3729,6639,6083,33.33333333333333,85.36585365853658,95.29411764705881,40.68295876063714,72.43072223434432,89.12820512820512,0,3,0,3
uberi/speech_recognition,3,64,865,16103,28236,21837,60.0,87.67123287671232,98.07256235827666,49.22357400501314,86.31167084428685,98.42249966196421,0,39,5,42
robloach/lutris-kodi-addon,1,11,1057,10659,11220,7081,50.0,91.66666666666666,99.43555973659454,92.82417486719498,97.70965775494209,98.81384314819984,4,10,10,26
ev3dev/ev3dev-lang-python,0,86,1141,0,23210,20735,0.0,91.48936170212765,97.60479041916167,0.0,74.83234459633738,96.63513072656941,0,9,0,9
soynatan/django-easy-audit,4,790,8978,17794,116569,107619,66.66666666666666,86.05664488017429,95.05558496559026,10.545155000859305,69.08161027847412,93.1024638383279,4,108,12,343
ccnmtl/django-pagetree,11,881,10322,44300,129151,125980,78.57142857142857,85.45101842870999,93.85342789598108,22.25962867120569,64.8951084089139,91.99246418296264,3,512,11,1148
ccnmtl/django-lti-provider,6,921,9823,33307,149301,122171,66.66666666666666,92.37713139418254,97.13240383664589,17.81199195687516,79.8435227175494,96.3486092380975,0,94,46,261
deniscarriere/geocoder,5,300,3264,17552,74750,53023,50.0,94.6372239747634,98.34287435974692,20.723284177715858,88.25578237717983,98.33460061942472,8,252,67,402
veusz/veusz,1,248,3879,4705,95865,94626,50.0,89.85507246376811,96.20535714285714,3.3924579998557935,69.1217823923859,93.73922691339925,45,45,502,61
sublimetext/origami,2,6,354,5899,5899,4482,100.0,100.0,100.0,100.0,100.0,100.0,0,2,0,7
staticjinja/staticjinja,1,46,1132,367,16353,13385,20.0,80.7017543859649,94.64882943143813,1.6721341352287225,74.50792782941498,92.4378453038674,2,27,17,48
jodal/pykka,1,1,162,3072,3072,1687,100.0,100.0,100.0,100.0,100.0,100.0,1,0,1,0
bouke/django-two-factor-auth,3,843,8940,9305,125716,105264,37.5,89.01795142555439,95.46182594767753,5.633862510747025,76.116782310701,93.46581071361977,2,203,14,515
marshmallow-code/flask-smorest,5,165,3627,17659,58235,49279,38.46153846153847,85.9375,97.68381362779424,23.78765019667008,78.44576755213104,97.01354437357273,5,153,39,226
alorence/django-modern-rpc,2,868,8841,6933,145909,105761,50.0,96.33740288568258,98.61684327941997,4.391309855586521,92.41765898150493,98.25619205113436,1,43,9,169
powa-team/powa-web,2,257,12044,18819,137325,162435,40.0,75.14619883040936,94.61858747741378,6.9201747418586175,50.497528903009446,91.37831132813159,23,467,48,1522
matiasb/python-unidiff,1,5,49,824,824,481,100.0,100.0,100.0,100.0,100.0,100.0,0,0,0,0
kinto/kinto-signer,36,668,12014,123377,213102,162454,75.0,93.68863955119214,98.33838094458541,50.72379159077921,87.61228945085577,97.88508351208695,25,490,1018,1130
kinto/kinto,23,361,6842,51255,108619,96333,58.97435897435898,80.04434589800444,94.76454293628808,32.643378021208164,69.1774671209757,92.06927201307452,35,336,123,753
arrow-py/arrow,1,15,346,998,4010,5457,50.0,78.94736842105263,95.05494505494505,11.585790573485024,46.552124448572094,87.13076800255467,17,8,48,23
silab-bonn/basil,7,166,1544,25579,25579,17603,100.0,100.0,100.0,100.0,100.0,100.0,0,9,14,9
hardbyte/python-can,2,86,1942,30610,35008,24451,40.0,93.47826086956522,98.08080808080808,80.77369643234114,92.37914291745831,96.60608455156064,1,8,10,9
toastdriven/restless,1,1,61,998,998,363,100.0,100.0,100.0,100.0,100.0,100.0,0,0,1,0
django-crispy-forms/django-crispy-forms,2,863,8791,6933,143356,104538,50.0,95.78246392896781,98.05911879531511,4.391309855586521,90.80060805675197,97.11997621657778,0,61,9,230
widdowquinn/pyani,10,1742,29562,130969,774458,641865,52.63157894736842,89.28754484879549,93.88934764657309,12.43593030432512,73.537292883255,90.92576800269718,373,29977,28917,187672
transientskp/tkp,7,1457,30677,38691,585576,606039,38.88888888888889,86.67459845330161,95.00464540105295,4.169765080925192,63.10807053391875,91.83508329027262,49,30201,33213,196895
tailordev/watson,1,433,9617,165744,165744,107218,100.0,100.0,100.0,100.0,100.0,100.0,0,0,0,0
svenevs/exhale,24,838,13184,157235,332163,164367,85.71428571428571,96.10091743119266,99.3818784863561,44.906194932898465,94.86549704261998,98.77409003227028,20,596,133,1421
merenlab/illumina-utils,13,882,14133,302698,431607,262774,86.66666666666667,99.43630214205186,99.73888496824277,69.53683156216547,99.15025292552825,99.55596978169777,20,2699,2005,6552
enthought/chaco,3,1645,20600,11367,370337,305023,27.27272727272727,86.30640083945435,96.0193903234828,2.202727684955876,71.76489510543715,92.95372472535007,3785,54666,14664,160376
jupyter-server/jupyter_server,37,987,10827,210791,286932,148280,63.793103448275865,90.80036798528059,95.19078600316512,62.01157912697619,84.41112961208748,92.13027972114871,75,1263,713,3422
soar-telescope/goodman_pipeline,33,2785,46838,455958,1123769,1010837,71.73913043478261,89.69404186795491,94.91175099799388,29.64161546082656,73.05569496488185,92.04271252000954,5831,156273,49655,620923
fleet-commander/fc-client,47,1198,20028,381702,381702,248526,100.0,100.0,100.0,100.0,100.0,100.0,27,436,168,1502
maxmind/geoip2-python,6,124,2397,5886,43292,38858,46.15384615384615,78.98089171974523,93.74266718811107,9.525659076564548,70.06198313670275,91.25452068949322,21,91,93,122
chimpler/pyhocon,0,7,477,0,3998,6583,0.0,63.63636363636363,92.98245614035088,0.0,36.63520571795107,88.87538814634804,0,31,0,37
algolia/algoliasearch-client-python,17,565,9964,178200,225903,138582,80.95238095238095,96.58119658119658,98.8590137910507,76.24344849716547,96.65333190715585,98.31090427984648,4,102,394,132
algolia/algoliasearch-django,7,938,9867,39647,167473,128802,70.0,93.24055666003976,97.49036656456872,20.441866460427946,86.34854343903068,97.30084985835694,0,109,26,245
radish-bdd/radish,15,535,10465,207266,207266,126224,100.0,100.0,100.0,100.0,100.0,100.0,0,141,401,289
pyexcel/pyexcel-ods3,1,82,897,7110,11276,7951,25.0,74.54545454545455,86.58301158301158,46.74556213017752,74.13543721236029,86.70665212649945,5,22,24,37
ultimaker/uranium,10,706,8621,250687,250687,137909,100.0,100.0,100.0,100.0,100.0,100.0,4,80,404,82
getslash/backslash,8,176,2708,39116,57415,44239,66.66666666666666,92.63157894736842,98.68804664723032,59.15552598148932,86.82929042405179,98.9553974857961,0,125,74,194
scikit-rf/scikit-rf,4,887,15668,11277,455344,399787,57.14285714285714,91.16135662898253,96.9254562326013,2.0016756067862076,80.82388733674371,94.7194219036901,50,27810,29119,185983
namaggarwal/splitwise,2,133,1243,4811,37516,30089,28.57142857142857,85.25641025641025,93.45864661654136,10.45596800834565,81.53525167347648,94.37317692814352,1,52,6,77
arokem/python-matlab-bridge,0,289,4199,0,126153,103633,0.0,95.37953795379538,99.59677419354838,0.0,87.50234097009802,99.68545594459407,4,13,5,15
signalfx/signalfx-python,4,136,1895,21709,43255,32716,44.44444444444444,76.8361581920904,90.66985645933015,38.97906417208317,77.66545767946278,89.39530562614422,6,77,46,114
thekevjames/coveralls-python,3,97,1302,16187,32956,28102,42.857142857142854,74.61538461538461,85.04245591116917,34.777097432592115,70.80459770114943,87.30854071519558,5,51,5,57
ocropus/hocr-tools,3,280,4984,115168,115168,74776,100.0,100.0,100.0,100.0,100.0,100.0,0,28,0,43
closeio/cleancat,13,606,16409,114580,346102,231116,86.66666666666667,99.50738916256158,99.81143552311435,32.859662455727786,99.25637018024348,99.58290963616622,12,282,70,345
closeio/tasktiger,1,89,2342,247,27416,31606,25.0,89.0,98.44472467423287,0.5658000229068835,62.80151185431222,97.79386738451066,0,25,0,35
ospaceteam/outerspace,94,3552,53636,1452702,1452702,940231,100.0,100.0,100.0,100.0,100.0,100.0,824,31050,31857,207631
oggm/oggm,14,1530,28062,144172,655630,603493,51.85185185185185,86.29441624365482,93.41855587735944,14.789753900760147,67.2572090971574,89.7277952725467,232,47606,33739,258323
mendix/cf-mendix-buildpack,5,294,6583,35466,95595,84108,27.77777777777778,82.35294117647058,95.28151686206398,26.77042919038058,72.15697226793074,93.23164918970448,67,253,395,348
ojarva/python-sshpubkeys,4,128,3020,26877,40320,30932,80.0,91.42857142857143,98.72507355344884,58.37622988206164,87.57411872027106,98.68555385400714,6,21,20,24
expyriment/expyriment,0,218,1843,0,36428,23632,0.0,96.88888888888889,99.46033459255261,0.0,90.38308852719334,99.64160728591305,67,196,152,333
copier-org/copier,7,673,7542,129795,233891,97670,35.0,94.65541490857946,98.76898899947616,51.57594831080276,92.94002177558433,98.01107855336572,121,778,450,1854
hippylib/hippylib,10,1368,21047,144761,635245,445604,66.66666666666666,96.47390691114246,98.78437998685816,20.699718876995103,90.83518985097335,97.47819010701504,37,21099,24019,158121
jonathonreinhart/scuba,42,1253,20013,450541,492898,283210,89.36170212765957,97.20713731574864,98.98605203284203,88.00178917432339,96.2751578223639,98.39454402062321,19,1103,262,3695
miserlou/zappa,11,1136,13083,206103,351936,194436,42.30769230769231,93.49794238683128,97.17744930550397,51.65398100785199,88.20296385777692,95.61031259373632,2,351,754,634
nornir-automation/nornir,3,41,1163,18031,18619,14205,60.0,95.34883720930233,99.31682322801024,90.67638923811919,93.63339200402314,99.57240992569746,0,7,0,7
christabor/flask_jsondash,3,222,5604,14643,76973,69330,33.33333333333333,80.14440433212997,95.72941578407926,13.684279386202643,71.93334953180197,93.30085589707703,7,91,366,191
pytransitions/transitions,1,1,61,998,998,363,100.0,100.0,100.0,100.0,100.0,100.0,1,0,1,0
dfm/corner.py,8,793,13565,129064,357829,244222,61.53846153846154,93.73522458628841,97.63909882674729,30.12578865918019,83.52352964518215,94.72026683731845,406,2698,1965,6545
dfm/python-fsps,0,237,3779,0,133799,98181,0.0,99.57983193277312,99.97354497354497,0.0,99.86117849012949,99.9541872823896,2,1,28,1
dfm/emcee,0,228,3765,0,117296,97687,0.0,95.7983193277311,99.60317460317461,0.0,87.54412807403814,99.45126544906644,42,4,112,5
the-useless-one/pywerview,17,1105,19250,187848,379218,234223,60.71428571428571,83.02028549962435,94.70628751352947,38.60117787760101,77.9260970166736,91.437282604028,442,1020,829,3762
cloudinary/pycloudinary,1,23,420,998,5312,5335,33.33333333333333,53.48837209302325,80.1526717557252,7.812744637545014,41.58446845154219,69.16893556333463,14,16,98,22
androguard/androguard,27,2116,27567,572060,807437,501140,71.05263157894737,95.01571621014818,98.39734437464305,65.09817755600189,91.88315419935932,97.9360994017991,168,3507,3011,8230
davidemms/orthofinder,0,645,9927,0,327961,271727,0.0,92.67241379310344,96.83933274802459,0.0,83.88628986671237,94.83303784568565,928,18348,21714,151364
pdfarranger/pdfarranger,5,172,2313,43477,52548,37443,71.42857142857143,97.72727272727273,98.25828377230246,76.60875387651537,92.59233154778687,95.803802164624,15,50,85,61
pnuckowski/aioresponses,6,85,1847,17138,36202,30135,66.66666666666666,88.54166666666666,98.77005347593582,38.77726491085166,81.91239026156212,97.34784855924538,14,55,95,83
jpush/jpush-api-python-client,3,65,868,16103,28393,21908,60.0,89.04109589041096,98.4126984126984,49.22357400501314,86.79158769945589,98.74250687339433,0,36,5,39
peopledoc/django-agnocomplete,8,914,9649,40645,162515,125217,80.0,93.74358974358974,97.38595074687122,21.21435132990939,84.82347905966846,96.18167573048207,7,111,17,292
peopledoc/django-formidable,4,953,10491,8345,146030,124163,33.33333333333333,91.02196752626553,96.16830140251169,4.289496003495335,75.0623249119741,93.99238449950415,10,320,95,1043
sdispater/pendulum,2,27,350,1958,7961,5539,66.66666666666666,96.42857142857143,92.34828496042216,20.451222059745145,83.15228744516399,85.21538461538462,0,1,47,1
sdispater/cleo,1,47,195,6166,6321,4692,50.0,94.0,96.05911330049261,94.44018992188697,96.81421350896002,98.15899581589959,2,21,2,21
sdispater/orator,6,785,3549,6021,189915,41766,30.0,89.81693363844394,91.91919191919192,2.708209639984887,85.42262643709181,86.28090978577478,21,165,53,271
