product,own_files_count,own_files_loc,own_functions_count,own_functions_loc,total_dependency_functions_count,total_dependency_functions_loc,total_dependency_files_count,total_dependency_files_loc,reachable_dependencies,reachable_dependencies_loc,reachable_dependency_files,reachable_dependency_files_loc,reachable_dependency_functions,reachable_dependency_functions_loc,total_dependencies_count,bloated_dependencies_count,bloated_dependencies_loc,bloated_files_count,bloated_files_loc,bloated_functions_count,bloated_functions_loc,bloated_deps_count_1,bloated_deps_loc_1,bloated_files_count_1,bloated_files_loc_1,bloated_functions_count_1,bloated_functions_loc_1,used_direct_deps_count_1,used_direct_deps_loc_1,used_direct_files_count_1,used_direct_files_loc_1,used_direct_functions_count_1,used_direct_functions_loc_1,transitive_bloated_dependencies_count,transitive_bloated_dependencies_loc,transitive_bloated_files_count,transitive_bloated_files_loc,transitive_bloated_functions_count,transitive_bloated_functions_loc,transitive_used_dependencies_count,transitive_used_dependencies_loc,transitive_used_files_count,transitive_used_files_loc,transitive_used_functions_count,transitive_used_functions_loc
corydolphin/flask-cors,6,803,27,468,2984,41581,140,60392,2,31661,5,5670,16,243,9,7,28731,135,54722,2968,41338,0,0,19,4962,348,6339,1,8791,3,3829,5,101,7,28731,116,49760,2620,34999,1,22870,2,1841,11,142
geex-arts/django-jet,44,4125,245,2313,8965,107638,901,157880,2,150947,94,44227,408,6996,4,2,6933,807,113653,8576,100642,0,0,777,105748,8137,96191,1,149210,92,43462,402,6910,2,6933,30,7905,439,4451,1,1737,2,765,6,86
ewels/multiqc,392,57481,1127,48915,23464,464229,2013,807195,18,549536,151,127145,631,19192,34,16,257659,1862,680050,22837,445037,2,103864,763,272035,10028,206946,10,238910,104,70739,393,9579,14,153795,1099,408015,12809,238091,8,310626,47,56406,238,9613
spatialaudio/nbsphinx,6,2581,73,1461,16182,226980,1284,443678,11,155987,78,39675,334,6131,49,38,287691,1206,404003,15867,220849,0,0,331,101321,7192,78912,4,130599,60,29278,261,4416,38,287691,875,302682,8675,141937,7,25388,18,10397,73,1715
spatialaudio/python-sounddevice,6,3436,107,2350,1295,16136,35,22005,3,22005,11,10060,133,2408,3,0,0,24,11945,1162,13728,0,0,9,3594,433,4101,1,8157,7,4563,124,2216,0,0,15,8351,729,9627,2,13848,4,5497,9,192
modlinltd/django-advanced-filters,15,1208,58,645,63,1586,9,2044,1,2044,4,1771,21,898,1,0,0,5,273,42,688,0,0,5,273,42,688,1,2044,4,1771,21,898,0,0,0,0,0,0,0,0,0,0,0,0
ab-ce/abce,57,5675,363,3648,31040,525481,1385,783026,2,227970,10,19730,32,1229,23,21,555056,1375,763296,31008,524252,3,318687,512,319282,10317,242930,1,1471,3,876,7,100,18,236369,863,444014,20691,281322,1,226499,7,18854,25,1129
django-wiki/django-wiki,147,10764,484,5464,12191,154401,1193,229775,7,182025,148,66385,709,13416,18,11,47750,1045,163390,11518,140985,3,34329,980,148229,10637,132768,5,179178,145,65278,697,13230,8,13421,65,15161,881,8217,2,2847,3,1107,12,186
chyroc/wechatsogou,11,1797,52,1385,6071,101859,503,155388,6,117911,36,27756,125,1935,15,9,37477,467,127632,5949,99924,3,10146,395,90288,4792,73578,5,106735,34,26593,122,1858,6,27331,72,37344,1157,26346,1,11176,2,1163,3,77
keeper-security/commander,203,64704,2323,46955,15898,208863,1090,328172,20,250014,137,74364,682,13147,37,17,78158,953,253808,15233,195716,3,23898,373,99547,6465,80413,11,112953,78,37304,434,8075,14,54260,580,154261,8768,115303,9,137061,59,37060,248,5072
saulpw/visidata,221,29361,2090,18105,548,7401,30,10611,1,1583,2,1050,7,59,4,3,9028,28,9561,541,7342,1,7616,25,8149,438,6757,1,1583,2,1050,7,59,2,1412,3,1412,103,585,0,0,0,0,0,0
lukasschwab/arxiv.py,3,838,44,519,15432,231685,1356,491049,1,5823,7,2124,13,713,38,37,485226,1349,488925,15419,230972,0,0,25,3699,274,2289,1,5823,7,2124,13,713,37,485226,1324,485226,15145,228683,0,0,0,0,0,0
jazzband/pip-tools,20,4222,160,3036,8312,125757,620,228241,5,190825,58,29508,305,5705,8,3,37416,562,198733,8008,120052,2,33353,542,194247,7771,116749,3,189274,55,28380,268,5078,1,4063,20,4486,237,3303,2,1551,3,1128,37,627
jazzband/django-auditlog,46,5343,259,3495,9329,113901,920,166494,4,159561,107,52076,482,8906,6,2,6933,813,114418,8861,104995,0,0,783,106513,8362,100117,2,156826,104,50313,475,8818,2,6933,30,7905,499,4878,2,2735,3,1763,7,88
jazzband/django-silk,71,3867,243,2112,9513,117308,908,169556,7,166484,132,65992,633,11670,8,1,3072,776,103564,8892,105638,0,0,751,97321,8400,99684,3,157335,120,60014,550,10023,1,3072,25,6243,492,5954,4,9149,12,5978,83,1647
jazzband/django-oauth-toolkit,45,4828,222,2760,13338,170103,1165,250243,7,205603,150,68713,595,10540,16,9,44640,1015,181530,12762,159563,0,0,831,111934,9028,110465,4,175051,134,63117,549,10003,9,44640,184,69596,3734,49098,3,30552,16,5596,46,537
jazzband/django-redshift-backend,6,1203,37,991,8965,107638,901,157880,1,149210,17,8930,48,587,4,3,8670,884,148950,8927,107051,0,0,852,140280,8482,102483,1,149210,17,8930,48,587,3,8670,32,8670,445,4568,0,0,0,0,0,0
jazzband/django-push-notifications,29,2482,135,1418,8965,107638,901,157880,2,150947,22,17046,69,826,4,2,6933,879,140834,8904,106812,0,0,848,132809,8464,102192,1,149210,21,16401,64,749,2,6933,31,8025,440,4620,1,1737,1,645,5,77
jazzband/django-user-sessions,27,940,39,360,8965,107638,901,157880,2,150947,100,43373,400,7062,4,2,6933,801,114507,8569,100576,0,0,771,106602,8130,95944,1,149210,98,42608,394,6976,2,6933,30,7905,439,4632,1,1737,2,765,6,86
jazzband/django-payments,57,6218,372,3971,10087,135135,1531,204961,4,167558,100,42240,385,6846,10,6,37403,1431,162721,9714,128289,0,0,791,114333,8392,100195,2,154645,96,40312,376,6683,6,37403,640,48388,1322,28094,2,12913,4,1928,9,163
poliastro/poliastro,147,23279,648,16188,67177,1477671,5041,2081997,19,1836236,295,398918,2213,80141,45,26,245761,4746,1683079,65014,1397530,0,0,3696,1317185,46817,1104574,8,1615445,215,298260,1725,58740,26,245761,1050,365894,18197,292956,11,220791,80,100658,488,21401
pypa/setuptools_scm,44,5341,330,3343,1926,25554,110,38303,4,10765,22,7065,127,2087,5,1,27538,88,31238,1800,23467,1,27538,83,31058,1572,21211,2,4882,3,1362,39,716,0,0,5,180,228,2256,2,5883,19,5703,88,1371
pypa/auditwheel,36,3668,150,2747,844,8387,53,15295,1,15295,17,6695,167,1639,1,0,0,36,8600,677,6748,0,0,36,8600,677,6748,1,15295,17,6695,167,1639,0,0,0,0,0,0,0,0,0,0,0,0
pseudonym117/riot-watcher,89,3223,203,2014,1086,24282,161,35987,2,16611,10,4619,18,352,6,4,19376,151,31368,1069,23930,0,0,10,1979,222,3651,1,5435,8,3456,15,275,4,19376,141,29389,847,20279,1,11176,2,1163,3,77
release-engineering/kobo,115,11930,631,7860,61,363,1,998,1,998,1,998,3,14,1,0,0,0,0,58,349,0,0,0,0,58,349,1,998,1,998,3,14,0,0,0,0,0,0,0,0,0,0,0,0
martyzz1/heroku3.py,34,2801,268,1733,14060,185206,1265,392026,5,52763,13,7472,50,1237,41,36,339263,1252,384554,14011,183969,0,0,27,7982,497,8689,2,13051,9,5069,43,1137,36,339263,1225,376572,13514,175280,3,39712,4,2403,7,100
pytrip/pytrip,46,10809,382,8258,16588,401648,1084,695872,5,639002,75,93064,373,16620,14,9,56870,1009,602808,16217,385028,0,0,660,471385,10423,262160,3,504052,23,32667,51,1955,9,56870,349,131423,5794,122868,2,134950,52,60397,322,14665
pytrip/pytripgui,109,7774,715,5307,22992,493040,1342,773327,8,419287,141,146859,1203,28748,20,12,354040,1201,626468,21806,464292,1,3131,180,55500,5375,88903,4,142289,89,89920,889,16456,11,350909,1021,570968,16431,375389,4,276998,52,56939,314,12292
bbn-q/auspex,70,18603,1191,12923,64678,1254026,3938,1937186,25,1387120,440,554964,3527,122751,67,42,550066,3498,1382222,61205,1131275,3,18118,1127,487347,20597,472233,13,792058,266,322829,2345,79442,39,531948,2371,894875,40608,659042,12,595062,174,232135,1182,43309
bbn-q/qgl,43,12786,590,10431,47965,931486,2929,1404376,12,958425,140,199138,856,24196,50,38,445951,2789,1205238,47129,907290,0,0,470,260681,6777,191690,3,263994,8,3313,16,634,38,445951,2319,944557,40352,715600,9,694431,132,195825,840,23562
open2c/bioframe,19,6474,130,5646,20335,409383,1178,625076,6,439372,130,169080,1125,38199,21,15,185704,1048,455996,19247,371184,0,0,306,162085,7871,156925,3,291575,99,129490,978,32344,15,185704,742,293911,11376,214259,3,147797,31,39590,147,5855
astropy/astroquery,245,52235,1458,41599,17884,351898,1108,493259,13,430162,193,198446,1349,44549,26,13,63097,915,294813,16553,307349,0,0,680,207927,11663,227535,7,379936,178,172009,1291,43222,13,63097,235,86886,4890,79814,6,50226,15,26437,58,1327
astropy/specutils,64,11992,361,9668,21586,504845,1512,689332,9,665279,151,211822,975,38285,22,13,24053,1361,477510,20632,466560,0,0,1081,419430,16905,405102,5,607917,143,188487,959,37818,13,24053,280,58080,3727,61458,4,57362,8,23335,16,467
astropy/photutils,86,30882,1077,22374,11487,269421,754,368476,3,358490,126,181017,868,34192,5,2,9986,628,187459,10632,235229,0,0,593,177402,9838,208756,2,336586,124,159184,860,33875,2,9986,35,10057,794,26473,1,21904,2,21833,8,317
getnikola/nikola,165,28402,903,16533,9887,144437,1112,368878,21,350543,126,67700,690,14477,26,5,18335,986,301178,9210,129960,0,0,919,272234,8209,109498,17,336419,120,64185,676,14234,5,18335,67,28944,1001,20462,4,14124,6,3515,14,243
containerbuildsystem/atomic-reactor,85,19862,933,14428,2886,54149,257,75915,5,35154,23,9343,134,3004,18,13,40761,234,66572,2752,51145,1,4647,45,10788,778,10144,3,12602,14,6461,96,2217,12,36114,189,55784,1974,41001,2,22552,9,2882,38,787
sherpa/sherpa,87,107201,3059,77394,3780,98226,238,133985,1,133985,46,58776,284,12548,1,0,0,192,75209,3497,85678,0,0,192,75209,3497,85790,1,133985,46,58776,284,12548,0,0,0,0,0,0,0,0,0,0,0,0
networktocode/pyntc,25,7747,402,6562,15379,205080,1390,310369,12,141037,61,34088,275,4718,35,23,169332,1329,276281,15108,200362,1,14722,606,68309,4021,49301,6,64343,28,10756,98,1494,22,154610,723,207972,11087,151061,6,76694,33,23332,177,3224
networktocode/ntc-templates,6,986,56,723,2078,26490,232,44479,2,43481,19,13134,88,1239,3,1,998,213,31345,1992,25251,0,0,2,511,127,1776,1,3177,4,2666,37,634,1,998,211,30834,1865,23475,1,40304,15,10468,51,605
maxplanck-ie/snakepipes,7,1225,35,986,20418,386061,1154,527100,3,167879,10,2837,28,362,46,43,359221,1144,524263,20390,385699,1,35510,319,196945,7509,156956,2,161956,4,521,19,196,42,323711,825,327318,12881,228743,1,5923,6,2316,9,166
openslide/openslide-python,7,1549,92,691,1169,21457,94,31016,1,31016,4,4870,22,687,1,0,0,90,26146,1147,20770,0,0,90,26146,1147,20770,1,31016,4,4870,22,687,0,0,0,0,0,0,0,0,0,0,0,0
ploxiln/fab-classic,31,7386,266,5819,2553,25319,108,37925,1,998,1,998,2,12,5,4,36927,107,36927,2551,25307,0,0,0,0,59,351,1,998,1,998,2,12,4,36927,107,36927,2492,24956,0,0,0,0,0,0
jamesphoughton/pysd,47,16841,653,12861,23329,549955,1466,783837,15,743949,301,287668,2414,72193,27,12,39888,1165,496169,20953,477762,1,9121,1046,453233,18961,449157,11,725159,295,281047,2174,68812,11,30767,119,42936,1992,28605,4,18790,6,6621,240,3381
cherrypy/cheroot,19,5609,231,3986,265,4870,4,5933,1,5328,1,4392,1,51,2,1,605,3,1541,264,4819,1,605,1,605,46,539,0,0,0,0,0,0,0,0,2,936,218,4280,1,5328,1,4392,1,51
kibitzr/kibitzr,49,3325,254,2030,32100,469921,1700,666207,21,559681,113,72822,519,9870,48,27,106526,1587,593385,31582,460051,4,2399,1181,461253,24418,360420,13,510815,62,51961,242,4064,23,104127,406,132132,7164,99631,8,48866,51,20861,277,5806
usnistgov/fipy,291,46572,2100,29917,22387,471911,1530,725823,7,598944,113,144056,612,22885,15,8,126879,1417,581767,21780,449026,0,0,970,418702,14786,343801,4,556249,108,137547,591,22199,8,126879,447,163065,6994,105225,3,42695,5,6509,21,686
pyecore/pyecore,24,5183,399,3075,517,6355,38,9791,3,9791,3,2024,5,115,3,0,0,35,7767,512,6240,0,0,35,7767,512,6240,3,9791,3,2024,5,115,0,0,0,0,0,0,0,0,0,0,0,0
django-helpdesk/django-helpdesk,90,10951,348,5331,24087,306412,2013,461604,17,258097,180,83794,815,15730,48,31,203507,1833,377810,23308,290682,4,47647,1186,199384,14796,174100,11,225439,155,73702,678,12563,27,155860,647,178426,8512,116582,6,32658,25,10092,137,3167
behave/behave-django,10,667,37,410,636,9762,25,13891,1,6946,3,3901,17,684,4,3,6945,22,9990,619,9078,0,0,7,3045,286,4502,1,6946,3,3901,17,684,3,6945,15,6945,333,4576,0,0,0,0,0,0
phonologicalcorpustools/corpustools,111,37058,1734,29805,9149,158347,464,219910,3,217359,27,37708,120,3940,4,1,2551,437,182202,9029,154407,0,0,219,100175,3705,95100,1,133985,19,33810,75,3126,1,2551,218,82027,5324,59307,2,83374,8,3898,45,814
4dn-dcic/tibanna,37,9551,421,7739,6677,90241,361,137940,6,70639,36,23647,172,2558,13,7,67301,325,114293,6507,87683,1,5435,50,11627,621,10370,2,9139,10,2947,21,429,6,61866,275,102666,5886,77313,4,61500,26,20700,151,2129
jaraco/inflect,4,3987,69,1889,1759,25826,96,40606,3,40154,38,24842,317,7631,4,1,452,58,15764,1444,18195,0,0,55,15217,1392,17446,2,36186,37,20969,268,5703,1,452,3,547,52,749,1,3968,1,3873,49,1928
nicolaslm/sauna,45,3807,228,2169,390,5072,37,6993,2,6993,2,969,30,376,2,0,0,35,6024,360,4696,0,0,35,6024,360,4696,2,6993,2,969,30,376,0,0,0,0,0,0,0,0,0,0,0,0
kivy/buildozer,16,4602,255,3763,1757,21230,140,28583,2,5437,5,2002,16,681,7,5,23146,135,26581,1741,20549,2,10479,104,13839,971,10447,1,4442,3,1082,8,352,3,12667,31,12742,770,10102,1,995,2,920,8,329
kivy/python-for-android,207,18043,747,10871,1709,22787,71,30885,5,27336,8,9052,61,1782,9,4,3549,63,21833,1648,21005,1,882,46,19166,1498,19190,5,27336,8,9052,61,1782,3,2667,17,2667,150,1815,0,0,0,0,0,0
kivy/kivy-ios,54,4095,185,2500,9510,141622,506,239846,10,124450,74,30953,285,5256,21,11,115396,432,208893,9225,136366,1,78783,247,107444,6193,83466,3,36101,20,7440,71,1928,10,36613,185,101449,3032,52900,7,88349,54,23513,214,3328
home-assistant-libs/pychromecast,28,5902,329,4147,2119,37226,153,57369,5,23894,20,8168,69,1112,10,5,33475,133,49201,2050,36114,1,17125,64,20482,1157,14022,2,6752,9,3395,46,656,4,16350,69,28719,893,22092,3,17142,11,4773,23,456
zqfang/gseapy,12,6580,188,7086,26886,598675,1636,882044,11,747346,189,235668,1735,61188,22,11,134698,1447,646376,25188,537487,0,0,928,458357,17530,418216,5,682528,173,224171,1650,58882,11,134698,519,188019,7658,119271,6,64818,16,11497,85,2306
phylliade/ikpy,19,2566,103,1582,23714,523290,1535,892361,3,844502,58,72625,325,14719,4,1,47859,1477,819736,23393,508571,0,0,1424,771877,22033,477410,3,844502,58,72625,325,14719,1,47859,53,47859,1360,31161,0,0,0,0,0,0
graphql-python/graphene,55,5394,275,3103,1162,20934,165,31623,3,31623,47,14149,202,4316,3,0,0,118,17474,960,16618,0,0,118,17474,960,16618,3,31623,47,14149,202,4316,0,0,0,0,0,0,0,0,0,0,0,0
graphql-python/graphene-django,47,3708,216,2343,10554,132813,1125,196651,7,182424,86,37010,340,5203,10,3,14227,1039,159641,10234,127610,0,0,872,130536,8683,103866,4,156336,68,25800,266,3689,3,14227,167,29105,1551,23744,3,26088,18,11210,74,1514
graphql-python/graphene-sqlalchemy,10,2255,130,1544,12146,160234,765,234380,3,197151,38,53811,129,3040,10,7,37229,727,180569,12022,157194,0,0,229,134856,8963,125502,2,187632,25,52776,111,2775,7,37229,498,45713,3059,31692,1,9519,13,1035,18,265
graphql-python/gql,34,8040,260,5479,1217,23418,151,35711,4,34931,38,14305,208,3905,5,1,780,113,21406,1036,19513,0,0,10,660,114,1675,2,2276,3,1616,7,317,1,780,103,20746,922,17838,2,32655,35,12689,201,3588
fbpic/fbpic,95,27257,467,24143,21736,413160,1075,563831,6,562833,80,83673,485,17892,7,1,998,995,480158,21257,395268,0,0,969,474003,20417,390400,5,555078,77,81075,478,17837,1,998,26,6155,840,4868,1,7755,3,2598,7,55
burnash/gspread,9,5679,224,4901,2885,53212,412,103966,1,966,1,495,3,138,14,13,103000,411,103471,2883,53074,1,16090,65,16561,572,11288,1,966,1,495,3,138,12,86910,346,86910,2311,41786,0,0,0,0,0,0
sosreport/sos,430,45211,1674,29228,7786,169012,906,314452,3,11360,7,2917,26,804,24,21,303092,899,311535,7760,168208,0,0,28,8368,554,7659,2,10365,5,1997,18,475,21,303092,871,303167,7206,160549,1,995,2,920,8,329
dmnfarrell/pandastable,26,15402,801,13205,21877,419828,1348,645534,11,619179,215,236560,1870,64753,19,8,26355,1133,408974,20052,355075,1,9121,471,168631,9522,168574,4,330191,159,170681,1523,49492,7,17234,662,240343,10530,186501,7,288988,56,65879,347,15261
landlab/landlab,322,96091,2192,70145,40152,879621,2772,1368100,14,1036316,247,307128,2097,73399,40,26,331784,2525,1060972,38089,806222,3,6352,1151,576828,18491,456365,6,683984,88,113508,599,15844,23,325432,1374,484144,19598,349857,8,352332,159,193620,1498,57555
vispy/vispy,270,64288,3226,38658,4140,102722,286,145239,4,145199,50,63360,367,15293,5,1,40,236,81879,3773,87429,1,40,236,81879,3773,87429,4,145199,50,63360,367,15293,0,0,0,0,0,0,0,0,0,0,0,0
althonos/instalooter,18,2353,106,1581,4470,71983,310,104200,11,83115,33,17865,138,2512,16,5,21085,277,86335,4332,69471,1,4374,143,26455,1954,26952,7,36172,26,14091,121,2159,4,16711,134,59880,2378,42519,4,46943,7,3774,17,353
althonos/pronto,31,5739,362,3561,2629,97054,342,151718,4,151718,38,17653,131,3265,4,0,0,304,134065,2498,93789,0,0,304,134065,2438,93428,3,150720,37,16655,130,3263,0,0,0,0,60,361,1,998,1,998,1,2
yashaka/selene,35,6220,443,3079,13323,164197,866,269199,3,134860,31,3391,79,875,23,20,134339,835,265808,13245,163322,1,40304,516,168274,9041,95415,2,130797,30,2827,74,724,19,94035,319,97534,4204,67907,1,4063,1,564,5,151
wechatpy/wechatpy,110,19471,954,14307,1269,28925,94,41912,6,36187,24,10337,134,3178,9,3,5725,70,31575,1135,25747,0,0,23,6180,466,7908,4,13635,15,7455,96,2391,3,5725,47,25395,669,17839,2,22552,9,2882,38,787
pipitone/qbatch,3,823,16,719,1853,23717,225,40304,1,40304,1,815,1,76,1,0,0,224,39489,1852,23641,0,0,224,39489,1852,23641,1,40304,1,815,1,76,0,0,0,0,0,0,0,0,0,0,0,0
igmhub/picca,128,35507,534,29761,44072,812844,2559,1191575,17,1050556,236,302243,1451,51244,28,11,141019,2323,889332,42633,761600,0,0,1263,482613,25123,448651,11,660689,157,178076,876,32164,11,141019,1060,406719,17510,312949,6,389867,79,124167,575,19080
liqd/a4-opin,327,13178,401,2419,30531,395639,3411,656949,23,206493,94,48333,369,8225,76,53,450456,3317,608616,30180,387414,0,0,757,72450,4658,51751,1,84821,22,12371,37,430,53,450456,2560,536166,25522,335663,22,121672,72,35962,332,7795
liqd/adhocracy4,330,14096,716,5736,25092,333787,2586,501564,17,236062,226,109933,1399,26528,45,28,265502,2360,391631,23732,307259,4,36935,1690,160953,13290,154561,14,230579,220,106561,1376,26091,24,228567,670,230678,10442,152698,3,5483,6,3372,23,437
snare/voltron,44,7615,356,4313,5867,96655,603,243738,12,191229,71,35762,264,5819,25,13,52509,532,207976,5606,90836,1,278,312,112797,1543,22669,5,136916,47,24397,191,4493,12,52231,220,95179,4063,68167,7,54313,24,11365,73,1326
fresna/powerplantmatching,20,6915,153,4854,34403,776918,2569,1168407,22,932661,211,243457,1616,56834,39,17,235746,2358,924950,32826,720084,3,87339,1600,601570,20064,517943,12,714648,179,200417,1495,53238,14,148407,758,323380,12762,202141,10,218013,32,43040,121,3596
vmware/pyvmomi,24,15623,311,5121,61,363,1,998,1,998,1,998,5,36,1,0,0,0,0,56,327,0,0,0,0,56,327,1,998,1,998,5,36,0,0,0,0,0,0,0,0,0,0,0,0
nsqio/pynsq,17,2506,156,1628,1061,16425,34,23554,1,23554,12,9093,103,2213,1,0,0,22,14461,960,14212,0,0,22,14461,960,14475,1,23554,12,9093,103,2213,0,0,0,0,0,0,0,0,0,0,0,0
libensemble/libensemble,107,18014,694,12656,7850,154624,434,219052,8,218600,67,79339,397,14604,9,1,452,367,139713,7455,140020,0,0,364,139166,7206,136253,6,211560,65,72394,383,14081,1,452,3,547,249,3767,2,7040,2,6945,14,523
gwpy/gwpy,153,38210,1176,27420,33817,697990,2163,1035163,19,815622,236,295367,1563,60131,37,18,219541,1927,739796,32276,637859,1,631,1019,413797,16335,363839,8,598369,148,185203,976,34612,17,218910,908,325999,15941,274020,11,217253,88,110164,587,25519
mhvk/baseband,54,14695,663,8571,11487,269421,754,368476,3,358490,93,136594,571,19648,5,2,9986,661,231882,10921,249773,0,0,430,139308,6574,133527,1,202601,49,63293,333,9892,2,9986,231,92574,4347,116246,2,155889,44,73301,238,9756
natlibfi/skosify,13,1966,67,1658,2387,32080,147,55771,1,41062,7,8006,70,1378,4,3,14709,140,47765,2320,30702,0,0,111,33056,1642,21733,1,41062,7,8006,70,1378,3,14709,29,14709,678,8969,0,0,0,0,0,0
meejah/txtorcon,27,11954,629,8565,16106,189513,865,312429,9,240736,120,87979,495,8805,18,9,71693,745,224450,15622,180708,0,0,395,104303,10477,110595,2,183383,110,79080,441,7958,9,71693,350,120147,5145,70113,7,57353,10,8899,54,847
bigchaindb/bigchaindb,68,8419,423,5662,10529,150455,599,227527,13,119293,62,39968,231,4574,32,19,108234,537,187559,10299,145881,1,6721,74,14716,709,7966,2,10303,5,2308,22,484,18,101513,463,172843,9590,137915,11,108990,57,37660,209,4090
ktbyers/netmiko,204,17696,910,12932,6479,81547,464,123383,6,78953,33,18257,178,3540,13,7,44430,431,105126,6306,78007,1,74,71,21690,1721,24907,5,38649,30,17033,175,3534,6,44356,360,83436,4585,53100,1,40304,3,1224,3,6
openpathsampling/openpathsampling,210,55010,3181,41029,32013,721770,2226,1043474,15,911177,243,279541,1872,65461,27,12,132297,1983,763933,30182,656309,1,987,1294,527778,19355,469820,8,729125,178,202334,1444,44997,11,131310,689,236155,10827,186489,7,182052,65,77207,428,20464
pagarme/pagarme-python,37,638,81,232,1383,30475,108,44222,2,16611,8,4321,14,279,9,7,27611,100,39901,1369,30196,0,0,12,2277,225,3722,1,5435,6,3158,11,202,7,27611,88,37624,1144,26474,1,11176,2,1163,3,77
quatrope/astroalign,7,2597,92,1975,16099,476410,1340,646486,5,506576,73,112368,446,20903,10,5,139910,1267,534118,15653,455507,0,0,814,347652,10913,312797,3,442788,64,95136,411,19327,5,139910,453,186466,4740,142710,2,63788,9,17232,35,1576
clarkperkins/click-shell,6,533,27,335,487,7235,16,10130,1,10130,7,5799,43,824,1,0,0,9,4331,444,6411,0,0,9,4331,444,6411,1,10130,7,5799,43,824,0,0,0,0,0,0,0,0,0,0,0,0
wkentaro/labelme,33,5911,308,4928,14917,272529,1023,451704,7,305601,49,60234,200,7844,19,12,146103,974,391470,14717,264685,1,2840,108,9680,285,5054,3,9685,12,2845,50,1235,11,143263,866,381790,14432,259631,4,295916,37,57389,150,6609
approvals/approvaltests.python,103,3303,356,1982,15085,273426,985,391665,7,26173,18,10093,60,1392,37,30,365492,967,381572,15025,272034,3,59729,135,63676,3292,45939,4,8564,8,4617,43,1053,27,305763,832,317896,11733,226095,3,17609,10,5476,17,339
chrismattmann/tika-python,9,1486,48,959,4996,77938,279,112902,1,27538,2,1369,31,472,15,14,85364,277,111533,4965,77466,1,5435,84,31604,1585,21969,1,27538,2,1369,31,472,13,79929,193,79929,3380,55497,0,0,0,0,0,0
moepman/acertmgr,16,1914,92,1344,2488,24887,105,36759,1,17639,20,9745,72,856,3,2,19120,85,27014,2423,24031,0,0,52,7894,1226,10256,1,17639,20,9745,72,856,2,19120,33,19120,1197,13775,0,0,0,0,0,0
cinpla/exdir,23,4865,199,3215,4642,109961,268,149528,1,133985,11,24895,31,1452,3,2,15543,257,124633,4611,108509,2,15543,257,124633,4611,108509,1,133985,11,24895,31,1452,0,0,0,0,0,0,0,0,0,0,0,0
pylons/deformdemo,9,8080,457,5193,7047,91376,617,235843,10,203885,73,45284,320,8109,21,11,31958,544,190559,6759,83267,3,17535,372,138500,3094,41928,3,149080,58,28115,222,6471,8,14423,172,52059,3665,41339,7,54805,15,17169,98,1638
icloud-photos-downloader/icloud_photos_downloader,33,3462,165,2491,7673,102230,615,156732,11,90916,65,36936,401,7356,29,18,65816,550,119796,7279,94874,4,12629,324,46802,3235,43214,7,65688,50,31515,343,6360,14,53187,226,72994,4044,51660,4,25228,15,5421,58,996
django-tenants/django-tenants,65,3903,188,1949,8965,107638,901,157880,2,150947,116,47100,471,8228,4,2,6933,785,110780,8500,99410,0,0,755,102875,8061,94770,1,149210,114,46335,465,8142,2,6933,30,7905,439,4640,1,1737,2,765,6,86
benvanwerkhoven/kernel_tuner,55,9468,404,6890,11222,301420,797,411742,4,395642,68,94264,407,18695,9,5,16100,729,317478,10819,282725,0,0,650,301378,10153,270965,4,395642,68,94264,407,18695,5,16100,79,16100,666,11760,0,0,0,0,0,0
fedora-python/pyp2rpm,22,3384,207,2359,2663,36127,111,52268,3,51901,13,10150,68,1137,4,1,367,98,42118,2595,34990,0,0,96,41751,2561,34778,3,51901,13,10150,68,1137,1,367,2,367,34,212,0,0,0,0,0,0
rollbar/pyrollbar,47,4997,295,3276,943,22550,74,33712,3,17609,10,6353,17,337,6,3,16103,64,27359,926,22213,0,0,11,1243,283,4027,2,6433,8,5190,14,260,3,16103,53,26116,643,18186,1,11176,2,1163,3,77
lektor/lektor,59,15667,1175,11271,13516,201328,913,340907,17,97890,83,55924,405,8651,26,9,243017,830,284983,13115,192677,1,177830,562,197566,7643,117738,9,44062,41,24326,188,4067,8,65187,268,87417,5472,74939,8,53828,42,31598,217,4584
mininet/mininet,22,8419,502,6186,1380,18517,68,27538,1,27538,1,242,3,21,1,0,0,67,27296,1377,18496,0,0,67,27296,1377,18496,1,27538,1,242,3,21,0,0,0,0,0,0,0,0,0,0,0,0
spotdl/spotify-downloader,53,11434,208,7563,4505,71178,252,98976,4,31696,25,11441,142,3154,15,11,67280,227,87535,4363,68024,0,0,1,5,184,2575,1,3709,5,3704,23,530,11,67280,226,87530,4179,65449,3,27987,20,7737,119,2624
serhatbolsu/robotframework-appiumlibrary,19,2662,207,2114,17559,185168,1200,318716,5,198127,24,9322,105,1381,19,14,120589,1176,309394,17456,183787,1,43097,943,231902,14151,129270,5,198127,24,9322,105,1381,13,77492,233,77492,3305,54517,0,0,0,0,0,0
matthewgilbert/pdblp,7,1070,29,788,9614,232783,515,306410,3,297769,111,147347,928,32332,6,3,8641,404,159063,8717,200451,0,0,150,52989,4602,103424,1,161148,80,108159,817,27177,3,8641,254,106074,4115,97027,2,136621,31,39188,111,5155
